demand_id,traffic_type,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,demand_gbps,ip_path,ip_link_path,ip_hops,opened_lightpaths,status,block_reason
h_122,H,hg_2,cdn_4,user_10,ip_14,ip_13,14.000,ip_14-ip_19-ip_7-ip_25-ip_24-ip_2-ip_9-ip_4-ip_13,ip_link_14-ip_link_24-ip_link_34-ip_link_32-ip_link_25-ip_link_26-ip_link_42-ip_link_12,8,3,routed,
h_123,H,hg_3,cdn_6,user_28,ip_13,ip_18,17.000,ip_13-ip_16-ip_27-ip_3-ip_26-ip_14-ip_19-ip_7-ip_25-ip_24-ip_18,ip_link_10-ip_link_20-ip_link_38-ip_link_36-ip_link_15-ip_link_14-ip_link_24-ip_link_34-ip_link_32-ip_link_23,10,3,routed,
h_124,H,hg_4,cdn_8,user_20,ip_11,ip_27,27.000,ip_11-ip_5-ip_8-ip_26-ip_3-ip_27,ip_link_5-ip_link_43-ip_link_37-ip_link_36-ip_link_38,5,3,routed,
h_125,H,hg_0,cdn_1,user_25,ip_4,ip_9,18.000,ip_4-ip_9,ip_link_42,1,1,routed,
h_126,H,hg_1,cdn_3,user_13,ip_29,ip_17,29.000,ip_29-ip_26-ip_14-ip_19-ip_10-ip_20-ip_31-ip_15-ip_6-ip_17,ip_link_35-ip_link_15-ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_18-ip_link_22,9,5,routed,
h_127,H,hg_2,cdn_5,user_3,ip_4,ip_6,19.000,ip_4-ip_28-ip_15-ip_6,ip_link_39-ip_link_16-ip_link_18,3,1,routed,
h_128,H,hg_3,cdn_7,user_12,ip_28,ip_1,26.000,ip_28-ip_4-ip_1,ip_link_39-ip_link_1,2,1,routed,
h_129,H,hg_4,cdn_9,user_12,ip_1,ip_1,10.000,ip_1,,0,0,routed,
h_130,H,hg_0,cdn_0,user_13,ip_14,ip_17,18.000,ip_14-ip_19-ip_10-ip_25-ip_12-ip_31-ip_20-ip_24-ip_2-ip_9-ip_4-ip_28-ip_15-ip_6-ip_17,ip_link_14-ip_link_2-ip_link_4-ip_link_6-ip_link_8-ip_link_28-ip_link_27-ip_link_25-ip_link_26-ip_link_42-ip_link_39-ip_link_16-ip_link_18-ip_link_22,14,4,routed,
h_131,H,hg_1,cdn_2,user_17,ip_28,ip_23,26.000,ip_28-ip_4-ip_13-ip_16-ip_27-ip_3-ip_26-ip_23,ip_link_39-ip_link_12-ip_link_10-ip_link_20-ip_link_38-ip_link_36-ip_link_31,7,2,routed,
h_132,H,hg_2,cdn_5,user_4,ip_4,ip_2,30.000,ip_4-ip_9-ip_2,ip_link_42-ip_link_26,2,2,routed,
h_133,H,hg_3,cdn_7,user_29,ip_28,ip_29,14.000,ip_28-ip_8-ip_6-ip_15-ip_31-ip_12-ip_25-ip_24-ip_7-ip_19-ip_14-ip_16-ip_4-ip_13-ip_26-ip_29,ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_8-ip_link_6-ip_link_32-ip_link_33-ip_link_24-ip_link_14-ip_link_13-ip_link_21-ip_link_12-ip_link_11-ip_link_35,15,5,routed,
h_134,H,hg_4,cdn_9,user_14,ip_1,ip_31,10.000,ip_1-ip_4-ip_13-ip_26-ip_21-ip_16-ip_14-ip_19-ip_10-ip_25-ip_7-ip_24-ip_20-ip_31,ip_link_1-ip_link_12-ip_link_11-ip_link_29-ip_link_19-ip_link_13-ip_link_14-ip_link_2-ip_link_4-ip_link_34-ip_link_33-ip_link_27-ip_link_28,13,1,routed,
h_135,H,hg_0,cdn_0,user_11,ip_14,ip_23,8.000,ip_14-ip_13-ip_26-ip_23,ip_link_9-ip_link_11-ip_link_31,3,0,routed,
h_136,H,hg_1,cdn_3,user_8,ip_29,ip_6,11.000,ip_29-ip_26-ip_3-ip_27-ip_16-ip_13-ip_14-ip_19-ip_10-ip_20-ip_31-ip_15-ip_6,ip_link_35-ip_link_36-ip_link_38-ip_link_20-ip_link_10-ip_link_9-ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_17-ip_link_18,12,0,routed,
h_137,H,hg_2,cdn_5,user_5,ip_4,ip_11,14.000,ip_4-ip_28-ip_8-ip_5-ip_11,ip_link_39-ip_link_40-ip_link_43-ip_link_5,4,0,routed,
h_138,H,hg_3,cdn_7,user_4,ip_28,ip_2,5.000,ip_28-ip_4-ip_9-ip_2,ip_link_39-ip_link_42-ip_link_26,3,1,routed,
h_139,H,hg_4,cdn_9,user_22,ip_1,ip_13,7.000,ip_1-ip_4-ip_9-ip_2-ip_24-ip_7-ip_19-ip_14-ip_16-ip_13,ip_link_1-ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_24-ip_link_14-ip_link_13-ip_link_10,9,0,routed,
h_140,H,hg_0,cdn_0,user_8,ip_14,ip_6,10.000,ip_14-ip_13-ip_16-ip_4-ip_28-ip_15-ip_6,ip_link_9-ip_link_10-ip_link_21-ip_link_39-ip_link_16-ip_link_18,6,1,routed,
h_141,H,hg_1,cdn_2,user_23,ip_28,ip_1,16.000,ip_28-ip_4-ip_1,ip_link_39-ip_link_1,2,0,routed,
h_142,H,hg_2,cdn_5,user_6,ip_4,ip_19,10.000,ip_4-ip_9-ip_2-ip_24-ip_7-ip_19,ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_24,5,2,routed,
h_143,H,hg_3,cdn_7,user_20,ip_28,ip_27,9.000,ip_28-ip_4-ip_13-ip_14-ip_16-ip_27,ip_link_39-ip_link_12-ip_link_9-ip_link_13-ip_link_20,5,3,routed,
h_144,H,hg_4,cdn_9,user_10,ip_1,ip_13,19.000,ip_1-ip_4-ip_16-ip_14-ip_13,ip_link_1-ip_link_21-ip_link_13-ip_link_9,4,2,routed,
h_145,H,hg_0,cdn_1,user_28,ip_4,ip_18,23.000,ip_4-ip_9-ip_2-ip_24-ip_18,ip_link_42-ip_link_26-ip_link_25-ip_link_23,4,4,routed,
h_146,H,hg_1,cdn_2,user_10,ip_28,ip_13,30.000,ip_28-ip_15-ip_6-ip_8-ip_26-ip_14-ip_13,ip_link_16-ip_link_18-ip_link_44-ip_link_37-ip_link_15-ip_link_9,6,4,routed,
h_147,H,hg_2,cdn_5,user_27,ip_4,ip_23,23.000,ip_4-ip_13-ip_16-ip_27-ip_3-ip_26-ip_23,ip_link_12-ip_link_10-ip_link_20-ip_link_38-ip_link_36-ip_link_31,6,3,routed,
h_148,H,hg_3,cdn_7,user_5,ip_28,ip_11,10.000,ip_28-ip_4-ip_9-ip_2-ip_24-ip_20-ip_10-ip_19-ip_7-ip_25-ip_12-ip_31-ip_15-ip_6-ip_8-ip_5-ip_11,ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_27-ip_link_3-ip_link_2-ip_link_24-ip_link_34-ip_link_6-ip_link_8-ip_link_17-ip_link_18-ip_link_44-ip_link_43-ip_link_5,16,5,routed,
h_149,H,hg_4,cdn_8,user_3,ip_11,ip_6,16.000,ip_11-ip_5-ip_8-ip_28-ip_15-ip_6,ip_link_5-ip_link_43-ip_link_40-ip_link_16-ip_link_18,5,2,routed,
h_150,H,hg_0,cdn_1,user_27,ip_4,ip_23,30.000,ip_4-ip_13-ip_26-ip_23,ip_link_12-ip_link_11-ip_link_31,3,1,routed,
h_151,H,hg_1,cdn_3,user_29,ip_29,ip_29,12.000,ip_29,,0,0,routed,
h_152,H,hg_2,cdn_5,user_8,ip_4,ip_6,11.000,ip_4-ip_9-ip_2-ip_24-ip_7-ip_25-ip_10-ip_20-ip_31-ip_15-ip_6,ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_34-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_18,10,3,routed,
h_153,H,hg_3,cdn_6,user_12,ip_13,ip_1,20.000,ip_13-ip_14-ip_19-ip_10-ip_25-ip_24-ip_2-ip_9-ip_4-ip_1,ip_link_9-ip_link_14-ip_link_2-ip_link_4-ip_link_32-ip_link_25-ip_link_26-ip_link_42-ip_link_1,9,6,routed,
h_154,H,hg_4,cdn_9,user_2,ip_1,ip_1,13.000,ip_1,,0,0,routed,
h_155,H,hg_0,cdn_1,user_28,ip_4,ip_18,15.000,ip_4-ip_13-ip_26-ip_14-ip_19-ip_7-ip_25-ip_24-ip_18,ip_link_12-ip_link_11-ip_link_15-ip_link_14-ip_link_24-ip_link_34-ip_link_32-ip_link_23,8,1,routed,
h_156,H,hg_1,cdn_2,user_16,ip_28,ip_29,16.000,ip_28-ip_4-ip_9-ip_2-ip_24-ip_25-ip_7-ip_19-ip_10-ip_20-ip_31-ip_12-ip_26-ip_29,ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_32-ip_link_34-ip_link_24-ip_link_2-ip_link_3-ip_link_28-ip_link_8-ip_link_7-ip_link_35,13,3,routed,
h_157,H,hg_2,cdn_4,user_11,ip_14,ip_23,16.000,ip_14-ip_19-ip_7-ip_25-ip_10-ip_20-ip_24-ip_2-ip_9-ip_4-ip_16-ip_27-ip_3-ip_26-ip_23,ip_link_14-ip_link_24-ip_link_34-ip_link_4-ip_link_3-ip_link_27-ip_link_25-ip_link_26-ip_link_42-ip_link_21-ip_link_20-ip_link_38-ip_link_36-ip_link_31,14,5,routed,
h_158,H,hg_3,cdn_7,user_0,ip_28,ip_19,5.000,ip_28-ip_4-ip_9-ip_2-ip_24-ip_7-ip_19,ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_24,6,1,routed,
h_159,H,hg_4,cdn_9,user_28,ip_1,ip_18,28.000,ip_1-ip_4-ip_13-ip_16-ip_21-ip_26-ip_8-ip_28-ip_15-ip_31-ip_20-ip_24-ip_18,ip_link_1-ip_link_12-ip_link_10-ip_link_19-ip_link_29-ip_link_37-ip_link_40-ip_link_16-ip_link_17-ip_link_28-ip_link_27-ip_link_23,12,6,routed,
h_160,H,hg_0,cdn_0,user_27,ip_14,ip_23,8.000,ip_14-ip_13-ip_26-ip_23,ip_link_9-ip_link_11-ip_link_31,3,0,routed,
h_161,H,hg_1,cdn_3,user_19,ip_29,ip_4,7.000,ip_29-ip_26-ip_12-ip_31-ip_20-ip_10-ip_19-ip_14-ip_13-ip_16-ip_4,ip_link_35-ip_link_7-ip_link_8-ip_link_28-ip_link_3-ip_link_2-ip_link_14-ip_link_9-ip_link_10-ip_link_21,10,1,routed,
h_162,H,hg_2,cdn_4,user_2,ip_14,ip_1,7.000,ip_14-ip_13-ip_4-ip_1,ip_link_9-ip_link_12-ip_link_1,3,0,routed,
h_163,H,hg_3,cdn_6,user_7,ip_13,ip_17,20.000,ip_13-ip_26-ip_14-ip_19-ip_7-ip_25-ip_24-ip_20-ip_31-ip_15-ip_6-ip_17,ip_link_11-ip_link_15-ip_link_14-ip_link_24-ip_link_34-ip_link_32-ip_link_27-ip_link_28-ip_link_17-ip_link_18-ip_link_22,11,5,routed,
h_164,H,hg_4,cdn_9,user_12,ip_1,ip_1,23.000,ip_1,,0,0,routed,
h_165,H,hg_0,cdn_0,user_19,ip_14,ip_4,22.000,ip_14-ip_26-ip_12-ip_25-ip_7-ip_24-ip_2-ip_9-ip_4,ip_link_15-ip_link_7-ip_link_6-ip_link_34-ip_link_33-ip_link_25-ip_link_26-ip_link_42,8,3,routed,
h_166,H,hg_1,cdn_3,user_6,ip_29,ip_19,10.000,ip_29-ip_26-ip_12-ip_31-ip_15-ip_6-ip_8-ip_28-ip_4-ip_9-ip_2-ip_24-ip_20-ip_10-ip_19,ip_link_35-ip_link_7-ip_link_8-ip_link_17-ip_link_18-ip_link_44-ip_link_40-ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_27-ip_link_3-ip_link_2,14,2,routed,
h_167,H,hg_2,cdn_5,user_18,ip_4,ip_31,19.000,ip_4-ip_9-ip_2-ip_24-ip_25-ip_7-ip_19-ip_10-ip_20-ip_31,ip_link_42-ip_link_26-ip_link_25-ip_link_32-ip_link_34-ip_link_24-ip_link_2-ip_link_3-ip_link_28,9,5,routed,
h_168,H,hg_3,cdn_7,user_28,ip_28,ip_18,16.000,ip_28-ip_4-ip_9-ip_2-ip_24-ip_18,ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_23,5,2,routed,
h_169,H,hg_4,cdn_8,user_0,ip_11,ip_19,16.000,ip_11-ip_5-ip_8-ip_28-ip_4-ip_16-ip_14-ip_19,ip_link_5-ip_link_43-ip_link_40-ip_link_39-ip_link_21-ip_link_13-ip_link_14,7,2,routed,
h_170,H,hg_0,cdn_0,user_27,ip_14,ip_23,11.000,ip_14-ip_16-ip_27-ip_3-ip_26-ip_23,ip_link_13-ip_link_20-ip_link_38-ip_link_36-ip_link_31,5,2,routed,
h_171,H,hg_1,cdn_2,user_29,ip_28,ip_29,17.000,ip_28-ip_8-ip_6-ip_15-ip_31-ip_12-ip_26-ip_29,ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_8-ip_link_7-ip_link_35,7,2,routed,
h_172,H,hg_2,cdn_5,user_0,ip_4,ip_19,24.000,ip_4-ip_13-ip_26-ip_14-ip_19,ip_link_12-ip_link_11-ip_link_15-ip_link_14,4,2,routed,
h_173,H,hg_3,cdn_7,user_8,ip_28,ip_6,21.000,ip_28-ip_4-ip_9-ip_2-ip_24-ip_7-ip_25-ip_12-ip_31-ip_15-ip_6,ip_link_39-ip_link_42-ip_link_26-ip_link_25-ip_link_33-ip_link_34-ip_link_6-ip_link_8-ip_link_17-ip_link_18,10,3,routed,
h_174,H,hg_4,cdn_9,user_16,ip_1,ip_29,20.000,ip_1-ip_4-ip_16-ip_27-ip_3-ip_26-ip_29,ip_link_1-ip_link_21-ip_link_20-ip_link_38-ip_link_36-ip_link_35,6,1,routed,
h_175,H,hg_0,cdn_0,user_19,ip_14,ip_4,8.000,ip_14-ip_13-ip_16-ip_4,ip_link_9-ip_link_10-ip_link_21,3,1,routed,
h_176,H,hg_1,cdn_3,user_17,ip_29,ip_23,5.000,ip_29-ip_26-ip_23,ip_link_35-ip_link_31,2,0,routed,
h_177,H,hg_2,cdn_4,user_27,ip_14,ip_23,28.000,ip_14-ip_26-ip_23,ip_link_15-ip_link_31,2,2,routed,
h_178,H,hg_3,cdn_6,user_27,ip_13,ip_23,9.000,ip_13-ip_26-ip_23,ip_link_11-ip_link_31,2,0,routed,
h_179,H,hg_4,cdn_8,user_14,ip_11,ip_31,9.000,ip_11-ip_5-ip_8-ip_28-ip_4-ip_16-ip_13-ip_14-ip_26-ip_12-ip_31,ip_link_5-ip_link_43-ip_link_40-ip_link_39-ip_link_21-ip_link_10-ip_link_9-ip_link_15-ip_link_7-ip_link_8,10,1,routed,
h_180,H,hg_0,cdn_1,user_13,ip_4,ip_17,29.000,ip_4-ip_16-ip_21-ip_26-ip_12-ip_31-ip_15-ip_28-ip_8-ip_6-ip_17,ip_link_21-ip_link_19-ip_link_29-ip_link_7-ip_link_8-ip_link_17-ip_link_16-ip_link_40-ip_link_44-ip_link_22,10,0,blocked,ip_transceiver_limit:ip_4
h_181,H,hg_1,cdn_3,user_23,ip_29,ip_1,14.000,ip_29-ip_26-ip_3-ip_27-ip_16-ip_13-ip_4-ip_1,ip_link_35-ip_link_36-ip_link_38-ip_link_20-ip_link_10-ip_link_12-ip_link_1,7,0,blocked,ip_transceiver_limit:ip_4
h_182,H,hg_2,cdn_4,user_12,ip_14,ip_1,7.000,ip_14-ip_19-ip_10-ip_20-ip_24-ip_2-ip_9-ip_4-ip_1,ip_link_14-ip_link_2-ip_link_3-ip_link_27-ip_link_25-ip_link_26-ip_link_42-ip_link_1,8,0,routed,
h_183,H,hg_3,cdn_7,user_0,ip_28,ip_19,5.000,ip_28-ip_15-ip_31-ip_20-ip_10-ip_25-ip_7-ip_19,ip_link_16-ip_link_17-ip_link_28-ip_link_3-ip_link_4-ip_link_34-ip_link_24,7,0,routed,
h_184,H,hg_4,cdn_9,user_1,ip_1,ip_7,15.000,ip_1-ip_4-ip_13-ip_16-ip_27-ip_3-ip_26-ip_12-ip_25-ip_7,ip_link_1-ip_link_12-ip_link_10-ip_link_20-ip_link_38-ip_link_36-ip_link_7-ip_link_6-ip_link_34,9,0,blocked,ip_transceiver_limit:ip_4
h_185,H,hg_0,cdn_1,user_19,ip_4,ip_4,19.000,ip_4,,0,0,routed,
h_186,H,hg_1,cdn_3,user_12,ip_29,ip_1,27.000,ip_29-ip_26-ip_12-ip_25-ip_7-ip_19-ip_10-ip_20-ip_24-ip_2-ip_9-ip_4-ip_1,ip_link_35-ip_link_7-ip_link_6-ip_link_34-ip_link_24-ip_link_2-ip_link_3-ip_link_27-ip_link_25-ip_link_26-ip_link_42-ip_link_1,12,0,blocked,ip_transceiver_limit:ip_4
h_187,H,hg_2,cdn_4,user_1,ip_14,ip_7,8.000,ip_14-ip_19-ip_7,ip_link_14-ip_link_24,2,0,routed,
h_188,H,hg_3,cdn_6,user_22,ip_13,ip_13,17.000,ip_13,,0,0,routed,
h_189,H,hg_4,cdn_9,user_23,ip_1,ip_1,7.000,ip_1,,0,0,routed,
h_190,H,hg_0,cdn_0,user_15,ip_14,ip_8,7.000,ip_14-ip_26-ip_12-ip_25-ip_10-ip_20-ip_31-ip_15-ip_28-ip_8,ip_link_15-ip_link_7-ip_link_6-ip_link_4-ip_link_3-ip_link_28-ip_link_17-ip_link_16-ip_link_40,9,2,routed,
h_191,H,hg_1,cdn_3,user_11,ip_29,ip_23,13.000,ip_29-ip_26-ip_23,ip_link_35-ip_link_31,2,1,routed,
h_192,H,hg_2,cdn_4,user_15,ip_14,ip_8,17.000,ip_14-ip_13-ip_16-ip_21-ip_26-ip_8,ip_link_9-ip_link_10-ip_link_19-ip_link_29-ip_link_37,5,2,routed,
h_193,H,hg_3,cdn_6,user_19,ip_13,ip_4,21.000,ip_13-ip_14-ip_26-ip_8-ip_6-ip_15-ip_31-ip_12-ip_25-ip_7-ip_19-ip_10-ip_20-ip_24-ip_2-ip_9-ip_4,ip_link_9-ip_link_15-ip_link_37-ip_link_44-ip_link_18-ip_link_17-ip_link_8-ip_link_6-ip_link_34-ip_link_24-ip_link_2-ip_link_3-ip_link_27-ip_link_25-ip_link_26-ip_link_42,16,0,blocked,ip_transceiver_limit:ip_4
h_194,H,hg_4,cdn_8,user_26,ip_11,ip_4,17.000,ip_11-ip_5-ip_8-ip_26-ip_21-ip_16-ip_13-ip_14-ip_19-ip_10-ip_25-ip_7-ip_24-ip_2-ip_9-ip_4,ip_link_5-ip_link_43-ip_link_37-ip_link_29-ip_link_19-ip_link_10-ip_link_9-ip_link_14-ip_link_2-ip_link_4-ip_link_34-ip_link_33-ip_link_25-ip_link_26-ip_link_42,15,5,routed,
h_195,H,hg_0,cdn_1,user_9,ip_4,ip_7,19.000,ip_4-ip_9-ip_2-ip_24-ip_20-ip_31-ip_12-ip_26-ip_21-ip_16-ip_13-ip_14-ip_19-ip_10-ip_25-ip_7,ip_link_42-ip_link_26-ip_link_25-ip_link_27-ip_link_28-ip_link_8-ip_link_7-ip_link_29-ip_link_19-ip_link_10-ip_link_9-ip_link_14-ip_link_2-ip_link_4-ip_link_34,15,0,blocked,ip_transceiver_limit:ip_4
h_196,H,hg_1,cdn_3,user_26,ip_29,ip_4,6.000,ip_29-ip_26-ip_13-ip_16-ip_4,ip_link_35-ip_link_11-ip_link_10-ip_link_21,4,0,routed,
h_197,H,hg_2,cdn_4,user_22,ip_14,ip_13,29.000,ip_14-ip_13,ip_link_9,1,1,routed,
h_198,H,hg_3,cdn_6,user_23,ip_13,ip_1,29.000,ip_13-ip_14-ip_26-ip_21-ip_16-ip_4-ip_1,ip_link_9-ip_link_15-ip_link_29-ip_link_19-ip_link_21-ip_link_1,6,0,blocked,ip_transceiver_limit:ip_4
h_199,H,hg_4,cdn_8,user_21,ip_11,ip_21,22.000,ip_11-ip_5-ip_8-ip_6-ip_15-ip_31-ip_12-ip_25-ip_24-ip_7-ip_19-ip_14-ip_16-ip_21,ip_link_5-ip_link_43-ip_link_44-ip_link_18-ip_link_17-ip_link_8-ip_link_6-ip_link_32-ip_link_33-ip_link_24-ip_link_14-ip_link_13-ip_link_19,13,5,routed,
h_200,H,hg_0,cdn_0,user_4,ip_14,ip_2,13.000,ip_14-ip_19-ip_7-ip_25-ip_10-ip_20-ip_24-ip_2,ip_link_14-ip_link_24-ip_link_34-ip_link_4-ip_link_3-ip_link_27-ip_link_25,7,1,routed,
h_201,H,hg_1,cdn_3,user_14,ip_29,ip_31,9.000,ip_29-ip_26-ip_21-ip_16-ip_13-ip_14-ip_19-ip_10-ip_20-ip_31,ip_link_35-ip_link_29-ip_link_19-ip_link_10-ip_link_9-ip_link_14-ip_link_2-ip_link_3-ip_link_28,9,1,routed,
h_202,H,hg_2,cdn_5,user_4,ip_4,ip_2,12.000,ip_4-ip_13-ip_26-ip_3-ip_27-ip_16-ip_14-ip_19-ip_10-ip_20-ip_31-ip_12-ip_25-ip_24-ip_2,ip_link_12-ip_link_11-ip_link_36-ip_link_38-ip_link_20-ip_link_13-ip_link_14-ip_link_2-ip_link_3-ip_link_28-ip_link_8-ip_link_6-ip_link_32-ip_link_25,14,0,blocked,ip_transceiver_limit:ip_4
h_203,H,hg_3,cdn_7,user_29,ip_28,ip_29,27.000,ip_28-ip_8-ip_6-ip_15-ip_31-ip_12-ip_26-ip_29,ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_8-ip_link_7-ip_link_35,7,5,routed,
h_204,H,hg_4,cdn_9,user_9,ip_1,ip_7,21.000,ip_1-ip_4-ip_13-ip_16-ip_27-ip_3-ip_26-ip_12-ip_31-ip_20-ip_24-ip_25-ip_7,ip_link_1-ip_link_12-ip_link_10-ip_link_20-ip_link_38-ip_link_36-ip_link_7-ip_link_8-ip_link_28-ip_link_27-ip_link_32-ip_link_34,12,0,blocked,ip_transceiver_limit:ip_4
h_205,H,hg_0,cdn_0,user_0,ip_14,ip_19,7.000,ip_14-ip_19,ip_link_14,1,1,routed,
h_206,H,hg_1,cdn_2,user_12,ip_28,ip_1,26.000,ip_28-ip_8-ip_26-ip_14-ip_19-ip_7-ip_24-ip_2-ip_9-ip_4-ip_1,ip_link_40-ip_link_37-ip_link_15-ip_link_14-ip_link_24-ip_link_33-ip_link_25-ip_link_26-ip_link_42-ip_link_1,10,0,blocked,ip_transceiver_limit:ip_4
h_207,H,hg_2,cdn_4,user_7,ip_14,ip_17,8.000,ip_14-ip_19-ip_7-ip_24-ip_20-ip_31-ip_15-ip_28-ip_8-ip_6-ip_17,ip_link_14-ip_link_24-ip_link_33-ip_link_27-ip_link_28-ip_link_17-ip_link_16-ip_link_40-ip_link_44-ip_link_22,10,5,routed,
h_208,H,hg_3,cdn_7,user_10,ip_28,ip_13,27.000,ip_28-ip_8-ip_26-ip_13,ip_link_40-ip_link_37-ip_link_11,3,1,routed,
h_209,H,hg_4,cdn_8,user_10,ip_11,ip_13,11.000,ip_11-ip_5-ip_8-ip_26-ip_3-ip_27-ip_16-ip_13,ip_link_5-ip_link_43-ip_link_37-ip_link_36-ip_link_38-ip_link_20-ip_link_10,7,2,routed,
h_210,H,hg_0,cdn_0,user_8,ip_14,ip_6,30.000,ip_14-ip_16-ip_27-ip_3-ip_26-ip_12-ip_25-ip_7-ip_24-ip_20-ip_31-ip_15-ip_6,ip_link_13-ip_link_20-ip_link_38-ip_link_36-ip_link_7-ip_link_6-ip_link_34-ip_link_33-ip_link_27-ip_link_28-ip_link_17-ip_link_18,12,6,routed,
h_211,H,hg_1,cdn_2,user_0,ip_28,ip_19,25.000,ip_28-ip_15-ip_31-ip_12-ip_25-ip_24-ip_7-ip_19,ip_link_16-ip_link_17-ip_link_8-ip_link_6-ip_link_32-ip_link_33-ip_link_24,7,2,routed,
h_212,H,hg_2,cdn_5,user_6,ip_4,ip_19,10.000,ip_4-ip_16-ip_27-ip_3-ip_26-ip_13-ip_14-ip_19,ip_link_21-ip_link_20-ip_link_38-ip_link_36-ip_link_11-ip_link_9-ip_link_14,7,0,blocked,ip_transceiver_limit:ip_4
h_213,H,hg_3,cdn_7,user_21,ip_28,ip_21,25.000,ip_28-ip_8-ip_26-ip_21,ip_link_40-ip_link_37-ip_link_29,3,2,routed,
h_214,H,hg_4,cdn_9,user_28,ip_1,ip_18,17.000,ip_1-ip_4-ip_16-ip_21-ip_26-ip_13-ip_14-ip_19-ip_7-ip_24-ip_18,ip_link_1-ip_link_21-ip_link_19-ip_link_29-ip_link_11-ip_link_9-ip_link_14-ip_link_24-ip_link_33-ip_link_23,10,0,blocked,ip_transceiver_limit:ip_4
h_215,H,hg_0,cdn_0,user_21,ip_14,ip_21,10.000,ip_14-ip_26-ip_3-ip_27-ip_16-ip_21,ip_link_15-ip_link_36-ip_link_38-ip_link_20-ip_link_19,5,0,routed,
h_216,H,hg_1,cdn_3,user_6,ip_29,ip_19,9.000,ip_29-ip_26-ip_21-ip_16-ip_13-ip_14-ip_19,ip_link_35-ip_link_29-ip_link_19-ip_link_10-ip_link_9-ip_link_14,6,1,routed,
h_217,H,hg_2,cdn_4,user_9,ip_14,ip_7,28.000,ip_14-ip_19-ip_7,ip_link_14-ip_link_24,2,1,routed,
h_218,H,hg_3,cdn_6,user_27,ip_13,ip_23,13.000,ip_13-ip_14-ip_26-ip_23,ip_link_9-ip_link_15-ip_link_31,3,2,routed,
h_219,H,hg_4,cdn_9,user_25,ip_1,ip_9,25.000,ip_1-ip_4-ip_28-ip_8-ip_6-ip_15-ip_31-ip_12-ip_25-ip_24-ip_2-ip_9,ip_link_1-ip_link_39-ip_link_40-ip_link_44-ip_link_18-ip_link_17-ip_link_8-ip_link_6-ip_link_32-ip_link_25-ip_link_26,11,0,blocked,ip_transceiver_limit:ip_4
h_220,H,hg_0,cdn_1,user_29,ip_4,ip_29,5.000,ip_4-ip_16-ip_27-ip_3-ip_26-ip_29,ip_link_21-ip_link_20-ip_link_38-ip_link_36-ip_link_35,5,0,routed,
h_221,H,hg_1,cdn_3,user_21,ip_29,ip_21,7.000,ip_29-ip_26-ip_21,ip_link_35-ip_link_29,2,0,routed,
h_222,H,hg_2,cdn_4,user_14,ip_14,ip_31,19.000,ip_14-ip_13-ip_26-ip_12-ip_31,ip_link_9-ip_link_11-ip_link_7-ip_link_8,4,1,routed,
h_223,H,hg_3,cdn_7,user_21,ip_28,ip_21,7.000,ip_28-ip_15-ip_31-ip_12-ip_26-ip_21,ip_link_16-ip_link_17-ip_link_8-ip_link_7-ip_link_29,5,0,routed,
h_224,H,hg_4,cdn_8,user_8,ip_11,ip_6,18.000,ip_11-ip_5-ip_8-ip_6,ip_link_5-ip_link_43-ip_link_44,3,1,routed,
h_225,H,hg_0,cdn_1,user_5,ip_4,ip_11,7.000,ip_4-ip_28-ip_8-ip_5-ip_11,ip_link_39-ip_link_40-ip_link_43-ip_link_5,4,1,routed,
h_226,H,hg_1,cdn_2,user_20,ip_28,ip_27,15.000,ip_28-ip_15-ip_31-ip_12-ip_26-ip_3-ip_27,ip_link_16-ip_link_17-ip_link_8-ip_link_7-ip_link_36-ip_link_38,6,3,routed,
h_227,H,hg_2,cdn_5,user_13,ip_4,ip_17,20.000,ip_4-ip_28-ip_8-ip_26-ip_12-ip_31-ip_15-ip_6-ip_17,ip_link_39-ip_link_40-ip_link_37-ip_link_7-ip_link_8-ip_link_17-ip_link_18-ip_link_22,8,0,blocked,ip_transceiver_limit:ip_4
h_228,H,hg_3,cdn_6,user_27,ip_13,ip_23,19.000,ip_13-ip_26-ip_23,ip_link_11-ip_link_31,2,1,routed,
