traffic_type,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,src_optical_node_id,dst_optical_node_id,shortest_hops,weight,probability
H,hg_4,cdn_9,user_11,ip_1,ip_23,opt_1,opt_23,3,15377.777778,0.00065501
H,hg_4,cdn_9,user_13,ip_1,ip_17,opt_1,opt_17,2,39400.000000,0.00167822
H,hg_4,cdn_9,user_14,ip_1,ip_31,opt_1,opt_31,2,15800.000000,0.00067299
H,hg_4,cdn_9,user_15,ip_1,ip_8,opt_1,opt_8,2,53200.000000,0.00226603
H,hg_4,cdn_9,user_16,ip_1,ip_29,opt_1,opt_29,2,38400.000000,0.00163563
H,hg_4,cdn_9,user_17,ip_1,ip_23,opt_1,opt_23,3,16800.000000,0.00071559
H,hg_4,cdn_9,user_18,ip_1,ip_31,opt_1,opt_31,2,48400.000000,0.00206157
H,hg_4,cdn_9,user_19,ip_1,ip_4,opt_1,opt_4,3,24711.111111,0.00105256
H,hg_4,cdn_9,user_20,ip_1,ip_27,opt_1,opt_27,2,30800.000000,0.00131191
H,hg_4,cdn_9,user_21,ip_1,ip_21,opt_1,opt_21,1,132800.000000,0.00565655
H,hg_4,cdn_9,user_22,ip_1,ip_13,opt_1,opt_13,3,5422.222222,0.00023096
H,hg_4,cdn_9,user_24,ip_1,ip_6,opt_1,opt_6,1,40000.000000,0.00170378
H,hg_4,cdn_9,user_25,ip_1,ip_9,opt_1,opt_9,2,17200.000000,0.00073263
H,hg_4,cdn_9,user_26,ip_1,ip_4,opt_1,opt_4,3,18311.111111,0.00077995
H,hg_4,cdn_9,user_27,ip_1,ip_23,opt_1,opt_23,3,19200.000000,0.00081781
H,hg_4,cdn_9,user_28,ip_1,ip_18,opt_1,opt_18,2,18200.000000,0.00077522
H,hg_4,cdn_9,user_29,ip_1,ip_29,opt_1,opt_29,2,58800.000000,0.00250456
