request_id,traffic_type,arrival_time,duration,end_time,bandwidth_gbps,hypergiant_id,cdn_node_id,end_user_node_id,src_ip_node_id,dst_ip_node_id,src_optical_node_id,dst_optical_node_id,shortest_hops
h_dyn_171,H,17.668,9.187,26.855,11.357,hg_3,cdn_7,user_21,ip_28,ip_21,opt_28,opt_21,2
h_dyn_172,H,17.672,5.795,23.466,11.632,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_173,H,17.713,5.071,22.784,10.504,hg_0,cdn_0,user_17,ip_14,ip_23,opt_14,opt_23,2
bg_dyn_66,BG,17.758,10.872,28.630,13.272,,,,,,opt_25,opt_28,1
h_dyn_174,H,17.802,6.614,24.416,9.396,hg_3,cdn_7,user_18,ip_28,ip_31,opt_28,opt_31,3
bg_dyn_67,BG,17.838,8.011,25.849,9.825,,,,,,opt_17,opt_9,1
h_dyn_175,H,18.026,13.049,31.075,7.257,hg_1,cdn_3,user_14,ip_29,ip_31,opt_29,opt_31,1
h_dyn_176,H,18.110,13.492,31.601,10.334,hg_3,cdn_7,user_1,ip_28,ip_7,opt_28,opt_7,1
h_dyn_177,H,18.146,9.228,27.374,10.101,hg_4,cdn_9,user_13,ip_1,ip_17,opt_1,opt_17,2
h_dyn_178,H,18.206,8.130,26.336,14.029,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
h_dyn_179,H,18.246,10.138,28.384,12.451,hg_3,cdn_6,user_20,ip_13,ip_27,opt_13,opt_27,1
h_dyn_180,H,18.486,14.720,33.206,11.552,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
h_dyn_181,H,18.539,5.533,24.072,14.546,hg_0,cdn_1,user_17,ip_4,ip_23,opt_4,opt_23,1
h_dyn_182,H,18.730,5.867,24.597,8.517,hg_2,cdn_4,user_26,ip_14,ip_4,opt_14,opt_4,1
h_dyn_183,H,18.835,7.787,26.622,12.999,hg_2,cdn_5,user_22,ip_4,ip_13,opt_4,opt_13,1
h_dyn_184,H,18.872,13.483,32.355,10.375,hg_3,cdn_7,user_27,ip_28,ip_23,opt_28,opt_23,3
bg_dyn_68,BG,18.880,7.284,26.164,8.394,,,,,,opt_3,opt_16,1
h_dyn_185,H,18.893,5.775,24.668,16.348,hg_1,cdn_3,user_18,ip_29,ip_31,opt_29,opt_31,1
h_dyn_186,H,18.915,9.416,28.331,6.559,hg_2,cdn_4,user_12,ip_14,ip_1,opt_14,opt_1,2
h_dyn_187,H,18.975,6.183,25.157,9.208,hg_2,cdn_5,user_24,ip_4,ip_6,opt_4,opt_6,2
bg_dyn_69,BG,18.984,14.541,33.525,10.521,,,,,,opt_14,opt_2,1
bg_dyn_70,BG,19.019,13.711,32.730,9.948,,,,,,opt_27,opt_3,1
h_dyn_188,H,19.093,6.006,25.099,7.794,hg_1,cdn_3,user_14,ip_29,ip_31,opt_29,opt_31,1
h_dyn_189,H,19.106,13.204,32.310,13.670,hg_1,cdn_2,user_1,ip_28,ip_7,opt_28,opt_7,1
h_dyn_190,H,19.112,9.474,28.586,10.506,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_191,H,19.193,6.419,25.612,2.726,hg_4,cdn_8,user_29,ip_11,ip_29,opt_11,opt_29,2
h_dyn_192,H,19.218,5.261,24.479,10.124,hg_2,cdn_5,user_29,ip_4,ip_29,opt_4,opt_29,2
h_dyn_193,H,19.321,7.587,26.908,15.162,hg_1,cdn_2,user_1,ip_28,ip_7,opt_28,opt_7,1
h_dyn_194,H,19.374,6.772,26.147,6.195,hg_1,cdn_3,user_27,ip_29,ip_23,opt_29,opt_23,1
h_dyn_195,H,19.401,14.417,33.817,8.214,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
bg_dyn_71,BG,19.414,5.643,25.057,4.193,,,,,,opt_25,opt_20,1
bg_dyn_72,BG,19.443,6.629,26.072,9.378,,,,,,opt_7,opt_15,3
bg_dyn_73,BG,19.514,5.176,24.690,11.389,,,,,,opt_13,opt_4,1
h_dyn_196,H,19.623,5.185,24.808,8.379,hg_0,cdn_0,user_8,ip_14,ip_6,opt_14,opt_6,1
bg_dyn_74,BG,19.652,11.638,31.290,12.695,,,,,,opt_28,opt_7,1
h_dyn_197,H,19.764,14.353,34.117,8.618,hg_4,cdn_8,user_20,ip_11,ip_27,opt_11,opt_27,1
bg_dyn_75,BG,19.834,14.453,34.288,6.632,,,,,,opt_24,opt_21,1
h_dyn_198,H,19.839,6.761,26.600,9.501,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
h_dyn_199,H,19.868,5.182,25.051,11.805,hg_0,cdn_0,user_4,ip_14,ip_2,opt_14,opt_2,1
h_dyn_200,H,20.137,11.237,31.374,15.996,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
bg_dyn_76,BG,20.147,6.773,26.920,9.878,,,,,,opt_9,opt_27,1
bg_dyn_77,BG,20.150,6.971,27.122,4.563,,,,,,opt_8,opt_28,3
bg_dyn_78,BG,20.260,7.958,28.218,4.665,,,,,,opt_23,opt_2,1
h_dyn_201,H,20.306,5.206,25.512,3.230,hg_0,cdn_0,user_7,ip_14,ip_17,opt_14,opt_17,2
h_dyn_202,H,20.529,10.634,31.163,8.433,hg_3,cdn_7,user_19,ip_28,ip_4,opt_28,opt_4,3
h_dyn_203,H,20.575,8.599,29.175,12.395,hg_2,cdn_4,user_7,ip_14,ip_17,opt_14,opt_17,2
h_dyn_204,H,20.634,6.089,26.723,7.476,hg_2,cdn_4,user_20,ip_14,ip_27,opt_14,opt_27,2
h_dyn_205,H,20.638,11.385,32.023,13.956,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_206,H,20.676,8.508,29.184,10.632,hg_3,cdn_7,user_17,ip_28,ip_23,opt_28,opt_23,3
bg_dyn_79,BG,20.710,11.590,32.300,9.338,,,,,,opt_25,opt_10,1
h_dyn_207,H,21.207,9.058,30.264,9.713,hg_1,cdn_3,user_3,ip_29,ip_6,opt_29,opt_6,1
h_dyn_208,H,21.541,14.120,35.662,13.934,hg_2,cdn_5,user_0,ip_4,ip_19,opt_4,opt_19,3
bg_dyn_80,BG,21.682,6.553,28.235,11.974,,,,,,opt_31,opt_14,2
h_dyn_209,H,21.807,8.447,30.254,4.800,hg_1,cdn_3,user_28,ip_29,ip_18,opt_29,opt_18,2
bg_dyn_81,BG,21.909,5.371,27.279,9.605,,,,,,opt_16,opt_4,1
bg_dyn_82,BG,22.161,5.049,27.210,7.981,,,,,,opt_11,opt_25,1
h_dyn_210,H,22.397,6.187,28.584,9.173,hg_4,cdn_9,user_13,ip_1,ip_17,opt_1,opt_17,2
h_dyn_211,H,22.409,11.551,33.960,13.192,hg_0,cdn_1,user_20,ip_4,ip_27,opt_4,opt_27,1
h_dyn_212,H,22.456,11.910,34.366,6.514,hg_3,cdn_7,user_29,ip_28,ip_29,opt_28,opt_29,2
h_dyn_213,H,22.499,6.314,28.813,10.755,hg_4,cdn_9,user_1,ip_1,ip_7,opt_1,opt_7,2
h_dyn_214,H,22.549,8.374,30.923,4.571,hg_3,cdn_6,user_23,ip_13,ip_1,opt_13,opt_1,3
bg_dyn_83,BG,22.663,7.710,30.373,11.829,,,,,,opt_11,opt_21,2
h_dyn_215,H,22.713,11.626,34.339,13.822,hg_0,cdn_0,user_26,ip_14,ip_4,opt_14,opt_4,1
h_dyn_216,H,22.738,7.893,30.632,11.387,hg_4,cdn_9,user_15,ip_1,ip_8,opt_1,opt_8,2
h_dyn_217,H,22.812,7.313,30.125,7.757,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
bg_dyn_84,BG,22.827,12.796,35.623,13.443,,,,,,opt_11,opt_20,1
h_dyn_218,H,22.841,12.424,35.265,15.764,hg_1,cdn_3,user_15,ip_29,ip_8,opt_29,opt_8,2
h_dyn_219,H,23.049,13.321,36.370,4.456,hg_3,cdn_7,user_7,ip_28,ip_17,opt_28,opt_17,2
bg_dyn_85,BG,23.225,8.850,32.075,9.225,,,,,,opt_10,opt_25,1
h_dyn_220,H,23.268,5.395,28.663,10.096,hg_2,cdn_4,user_1,ip_14,ip_7,opt_14,opt_7,1
h_dyn_221,H,23.328,9.042,32.369,10.914,hg_3,cdn_7,user_29,ip_28,ip_29,opt_28,opt_29,2
h_dyn_222,H,23.353,5.678,29.030,12.085,hg_0,cdn_1,user_27,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_86,BG,23.441,5.250,28.691,13.488,,,,,,opt_11,opt_8,2
h_dyn_223,H,23.656,5.276,28.932,7.377,hg_2,cdn_5,user_17,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_87,BG,23.695,6.201,29.896,10.830,,,,,,opt_1,opt_25,1
h_dyn_224,H,23.767,11.991,35.759,8.485,hg_0,cdn_0,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_225,H,23.795,13.606,37.401,6.124,hg_3,cdn_7,user_1,ip_28,ip_7,opt_28,opt_7,1
bg_dyn_88,BG,23.827,10.444,34.271,5.440,,,,,,opt_11,opt_24,1
h_dyn_226,H,23.846,8.834,32.681,16.781,hg_1,cdn_3,user_5,ip_29,ip_11,opt_29,opt_11,2
bg_dyn_89,BG,23.855,9.057,32.912,7.397,,,,,,opt_19,opt_7,1
bg_dyn_90,BG,23.863,7.634,31.496,10.033,,,,,,opt_27,opt_11,1
h_dyn_227,H,23.949,6.679,30.628,13.020,hg_3,cdn_6,user_28,ip_13,ip_18,opt_13,opt_18,1
h_dyn_228,H,24.033,9.775,33.808,13.559,hg_4,cdn_8,user_26,ip_11,ip_4,opt_11,opt_4,2
bg_dyn_91,BG,24.123,6.439,30.562,12.039,,,,,,opt_29,opt_12,1
bg_dyn_92,BG,24.210,7.464,31.674,10.586,,,,,,opt_19,opt_11,2
h_dyn_229,H,24.240,12.420,36.659,6.586,hg_3,cdn_6,user_18,ip_13,ip_31,opt_13,opt_31,2
h_dyn_230,H,24.311,10.365,34.677,7.799,hg_0,cdn_0,user_20,ip_14,ip_27,opt_14,opt_27,2
bg_dyn_93,BG,24.400,7.435,31.834,12.946,,,,,,opt_21,opt_1,1
bg_dyn_94,BG,24.503,6.276,30.778,9.063,,,,,,opt_12,opt_21,1
h_dyn_231,H,24.603,13.244,37.847,11.537,hg_2,cdn_5,user_9,ip_4,ip_7,opt_4,opt_7,2
bg_dyn_95,BG,24.643,7.994,32.637,12.215,,,,,,opt_2,opt_23,1
h_dyn_232,H,24.733,13.740,38.473,9.056,hg_0,cdn_1,user_17,ip_4,ip_23,opt_4,opt_23,1
h_dyn_233,H,24.784,10.758,35.541,12.546,hg_3,cdn_6,user_28,ip_13,ip_18,opt_13,opt_18,1
bg_dyn_96,BG,24.913,9.245,34.157,7.790,,,,,,opt_28,opt_5,1
bg_dyn_97,BG,24.914,5.994,30.908,6.291,,,,,,opt_16,opt_3,1
h_dyn_234,H,24.955,8.519,33.474,5.703,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
bg_dyn_98,BG,25.028,12.657,37.685,10.528,,,,,,opt_16,opt_3,1
h_dyn_235,H,25.142,10.040,35.182,7.687,hg_4,cdn_8,user_23,ip_11,ip_1,opt_11,opt_1,1
h_dyn_236,H,25.324,13.488,38.812,5.740,hg_2,cdn_5,user_11,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_99,BG,25.388,11.847,37.235,9.564,,,,,,opt_21,opt_20,1
bg_dyn_100,BG,25.478,7.191,32.669,11.702,,,,,,opt_7,opt_24,1
h_dyn_237,H,25.533,5.388,30.921,13.158,hg_1,cdn_3,user_10,ip_29,ip_13,opt_29,opt_13,2
h_dyn_238,H,25.782,5.210,30.993,8.348,hg_1,cdn_3,user_11,ip_29,ip_23,opt_29,opt_23,1
bg_dyn_101,BG,25.826,7.268,33.094,6.302,,,,,,opt_21,opt_12,1
bg_dyn_102,BG,25.900,11.696,37.595,8.360,,,,,,opt_10,opt_17,1
h_dyn_239,H,25.900,5.264,31.164,8.261,hg_1,cdn_3,user_19,ip_29,ip_4,opt_29,opt_4,2
h_dyn_240,H,26.304,5.619,31.924,8.072,hg_2,cdn_5,user_5,ip_4,ip_11,opt_4,opt_11,2
h_dyn_241,H,26.382,7.259,33.641,9.718,hg_1,cdn_3,user_9,ip_29,ip_7,opt_29,opt_7,2
h_dyn_242,H,26.473,8.533,35.007,6.946,hg_1,cdn_2,user_18,ip_28,ip_31,opt_28,opt_31,3
h_dyn_243,H,26.624,8.745,35.369,5.056,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1
h_dyn_244,H,26.637,9.285,35.922,12.264,hg_2,cdn_4,user_17,ip_14,ip_23,opt_14,opt_23,2
h_dyn_245,H,26.734,8.361,35.095,13.500,hg_3,cdn_7,user_7,ip_28,ip_17,opt_28,opt_17,2
h_dyn_246,H,26.988,10.423,37.411,11.849,hg_1,cdn_2,user_26,ip_28,ip_4,opt_28,opt_4,3
h_dyn_247,H,27.048,14.650,41.698,10.346,hg_4,cdn_8,user_25,ip_11,ip_9,opt_11,opt_9,2
h_dyn_248,H,27.153,9.753,36.906,12.415,hg_0,cdn_0,user_12,ip_14,ip_1,opt_14,opt_1,2
h_dyn_249,H,27.409,5.508,32.916,13.685,hg_2,cdn_4,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_250,H,27.564,5.328,32.892,7.503,hg_1,cdn_3,user_26,ip_29,ip_4,opt_29,opt_4,2
bg_dyn_103,BG,27.568,10.649,38.217,13.897,,,,,,opt_17,opt_11,1
bg_dyn_104,BG,27.647,5.747,33.394,9.366,,,,,,opt_13,opt_21,2
h_dyn_251,H,27.652,6.409,34.061,9.814,hg_1,cdn_2,user_7,ip_28,ip_17,opt_28,opt_17,2
bg_dyn_105,BG,27.842,10.051,37.894,14.080,,,,,,opt_7,opt_11,1
h_dyn_252,H,27.852,10.315,38.168,15.244,hg_2,cdn_4,user_3,ip_14,ip_6,opt_14,opt_6,1
bg_dyn_106,BG,27.937,6.062,33.999,6.409,,,,,,opt_29,opt_23,1
h_dyn_253,H,28.004,6.090,34.094,8.649,hg_0,cdn_0,user_3,ip_14,ip_6,opt_14,opt_6,1
h_dyn_254,H,28.240,14.522,42.761,11.136,hg_2,cdn_4,user_26,ip_14,ip_4,opt_14,opt_4,1
h_dyn_255,H,28.267,12.616,40.883,9.940,hg_0,cdn_0,user_1,ip_14,ip_7,opt_14,opt_7,1
bg_dyn_107,BG,28.319,6.025,34.344,7.709,,,,,,opt_23,opt_12,1
bg_dyn_108,BG,28.397,10.256,38.653,6.861,,,,,,opt_4,opt_13,1
h_dyn_256,H,28.433,8.452,36.885,11.716,hg_0,cdn_1,user_3,ip_4,ip_6,opt_4,opt_6,2
h_dyn_257,H,28.828,9.382,38.211,6.142,hg_3,cdn_6,user_21,ip_13,ip_21,opt_13,opt_21,2
h_dyn_258,H,28.877,11.512,40.389,6.865,hg_3,cdn_6,user_17,ip_13,ip_23,opt_13,opt_23,2
h_dyn_259,H,28.925,10.929,39.853,10.609,hg_0,cdn_0,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_260,H,28.934,8.043,36.977,8.750,hg_0,cdn_0,user_10,ip_14,ip_13,opt_14,opt_13,1
bg_dyn_109,BG,28.949,14.058,43.007,9.495,,,,,,opt_18,opt_16,1
h_dyn_261,H,29.017,5.099,34.115,8.208,hg_3,cdn_7,user_5,ip_28,ip_11,opt_28,opt_11,1
h_dyn_262,H,29.041,6.188,35.229,13.825,hg_0,cdn_0,user_27,ip_14,ip_23,opt_14,opt_23,2
h_dyn_263,H,29.045,8.389,37.434,11.300,hg_2,cdn_4,user_25,ip_14,ip_9,opt_14,opt_9,2
h_dyn_264,H,29.080,12.746,41.826,12.681,hg_3,cdn_6,user_14,ip_13,ip_31,opt_13,opt_31,2
bg_dyn_110,BG,29.199,14.959,44.157,9.263,,,,,,opt_9,opt_18,2
h_dyn_265,H,29.266,10.504,39.770,11.492,hg_0,cdn_1,user_11,ip_4,ip_23,opt_4,opt_23,1
bg_dyn_111,BG,29.276,5.762,35.037,10.767,,,,,,opt_11,opt_7,1
h_dyn_266,H,29.521,13.743,43.264,9.509,hg_0,cdn_0,user_26,ip_14,ip_4,opt_14,opt_4,1
h_dyn_267,H,29.640,13.578,43.218,9.589,hg_4,cdn_8,user_7,ip_11,ip_17,opt_11,opt_17,1
bg_dyn_112,BG,29.731,6.967,36.698,9.014,,,,,,opt_14,opt_3,1
h_dyn_268,H,29.740,5.293,35.033,11.994,hg_0,cdn_0,user_26,ip_14,ip_4,opt_14,opt_4,1
bg_dyn_113,BG,29.777,10.763,40.540,10.523,,,,,,opt_16,opt_3,1
h_dyn_269,H,29.958,7.376,37.335,8.582,hg_4,cdn_8,user_1,ip_11,ip_7,opt_11,opt_7,1
h_dyn_270,H,29.990,7.287,37.277,10.765,hg_1,cdn_2,user_11,ip_28,ip_23,opt_28,opt_23,3
h_dyn_271,H,30.051,14.769,44.820,8.993,hg_3,cdn_6,user_13,ip_13,ip_17,opt_13,opt_17,3
bg_dyn_114,BG,30.053,9.665,39.718,10.231,,,,,,opt_20,opt_17,1
bg_dyn_115,BG,30.196,6.492,36.688,9.152,,,,,,opt_4,opt_18,1
h_dyn_272,H,30.328,7.983,38.311,8.712,hg_2,cdn_4,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_273,H,30.465,9.716,40.181,7.598,hg_0,cdn_0,user_5,ip_14,ip_11,opt_14,opt_11,2
h_dyn_274,H,30.738,14.670,45.408,9.336,hg_0,cdn_0,user_13,ip_14,ip_17,opt_14,opt_17,2
bg_dyn_116,BG,30.792,10.398,41.190,10.415,,,,,,opt_23,opt_12,1
bg_dyn_117,BG,30.825,6.040,36.864,9.523,,,,,,opt_24,opt_17,1
h_dyn_275,H,30.851,14.816,45.667,9.753,hg_0,cdn_0,user_7,ip_14,ip_17,opt_14,opt_17,2
h_dyn_276,H,30.884,9.072,39.956,6.264,hg_1,cdn_3,user_5,ip_29,ip_11,opt_29,opt_11,2
h_dyn_277,H,31.008,8.944,39.953,10.832,hg_1,cdn_3,user_3,ip_29,ip_6,opt_29,opt_6,1
h_dyn_278,H,31.020,12.951,43.972,7.482,hg_1,cdn_3,user_12,ip_29,ip_1,opt_29,opt_1,2
h_dyn_279,H,31.285,6.494,37.779,10.493,hg_1,cdn_3,user_18,ip_29,ip_31,opt_29,opt_31,1
h_dyn_280,H,31.306,5.022,36.328,10.418,hg_1,cdn_3,user_7,ip_29,ip_17,opt_29,opt_17,3
bg_dyn_118,BG,31.393,6.859,38.252,13.381,,,,,,opt_31,opt_6,1
bg_dyn_119,BG,31.418,13.323,44.741,9.397,,,,,,opt_16,opt_4,1
h_dyn_281,H,31.437,5.067,36.504,7.903,hg_0,cdn_1,user_16,ip_4,ip_29,opt_4,opt_29,2
h_dyn_282,H,31.479,13.783,45.261,10.559,hg_1,cdn_2,user_7,ip_28,ip_17,opt_28,opt_17,2
h_dyn_283,H,31.508,11.480,42.988,8.775,hg_2,cdn_4,user_28,ip_14,ip_18,opt_14,opt_18,1
h_dyn_284,H,31.719,6.105,37.824,9.519,hg_2,cdn_4,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_285,H,31.778,6.341,38.119,4.967,hg_0,cdn_0,user_11,ip_14,ip_23,opt_14,opt_23,2
h_dyn_286,H,31.854,13.175,45.029,12.699,hg_4,cdn_8,user_3,ip_11,ip_6,opt_11,opt_6,2
h_dyn_287,H,31.926,7.886,39.813,10.773,hg_3,cdn_6,user_7,ip_13,ip_17,opt_13,opt_17,3
h_dyn_288,H,32.277,9.105,41.383,7.826,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1
bg_dyn_120,BG,32.324,14.146,46.470,10.572,,,,,,opt_10,opt_17,1
h_dyn_289,H,32.356,6.502,38.858,9.637,hg_0,cdn_0,user_29,ip_14,ip_29,opt_14,opt_29,2
h_dyn_290,H,32.424,6.620,39.044,6.789,hg_0,cdn_0,user_28,ip_14,ip_18,opt_14,opt_18,1
bg_dyn_121,BG,32.438,9.030,41.468,14.577,,,,,,opt_16,opt_3,1
h_dyn_291,H,32.710,5.011,37.721,7.095,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1
h_dyn_292,H,32.885,9.992,42.877,12.617,hg_4,cdn_8,user_20,ip_11,ip_27,opt_11,opt_27,1
h_dyn_293,H,32.936,5.596,38.532,7.714,hg_2,cdn_4,user_10,ip_14,ip_13,opt_14,opt_13,1
h_dyn_294,H,33.117,6.988,40.105,9.559,hg_1,cdn_3,user_17,ip_29,ip_23,opt_29,opt_23,1
bg_dyn_122,BG,33.203,5.152,38.354,8.870,,,,,,opt_26,opt_19,1
bg_dyn_123,BG,33.206,9.424,42.629,8.349,,,,,,opt_4,opt_20,3
bg_dyn_124,BG,33.304,9.937,43.241,13.607,,,,,,opt_24,opt_25,1
bg_dyn_125,BG,33.343,14.997,48.340,15.969,,,,,,opt_23,opt_27,1
bg_dyn_126,BG,33.438,5.497,38.935,7.731,,,,,,opt_29,opt_15,1
bg_dyn_127,BG,33.479,5.185,38.663,7.904,,,,,,opt_14,opt_15,2
h_dyn_295,H,33.531,7.735,41.266,10.086,hg_3,cdn_7,user_0,ip_28,ip_19,opt_28,opt_19,2
h_dyn_296,H,33.750,7.343,41.093,9.336,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_297,H,33.756,9.539,43.295,11.502,hg_3,cdn_6,user_16,ip_13,ip_29,opt_13,opt_29,2
bg_dyn_128,BG,33.935,11.368,45.303,7.568,,,,,,opt_19,opt_13,2
h_dyn_298,H,34.218,7.907,42.126,13.342,hg_0,cdn_1,user_8,ip_4,ip_6,opt_4,opt_6,2
h_dyn_299,H,34.370,9.875,44.245,15.809,hg_2,cdn_4,user_19,ip_14,ip_4,opt_14,opt_4,1
h_dyn_300,H,34.415,5.043,39.458,12.569,hg_1,cdn_3,user_3,ip_29,ip_6,opt_29,opt_6,1
h_dyn_301,H,34.477,10.459,44.936,5.484,hg_0,cdn_0,user_15,ip_14,ip_8,opt_14,opt_8,1
h_dyn_302,H,34.482,12.163,46.644,11.836,hg_4,cdn_8,user_12,ip_11,ip_1,opt_11,opt_1,1
bg_dyn_129,BG,34.586,11.425,46.011,5.810,,,,,,opt_10,opt_11,1
h_dyn_303,H,34.727,6.214,40.941,8.393,hg_4,cdn_8,user_2,ip_11,ip_1,opt_11,opt_1,1
h_dyn_304,H,34.728,11.383,46.111,7.396,hg_4,cdn_9,user_21,ip_1,ip_21,opt_1,opt_21,1
h_dyn_305,H,34.759,11.693,46.453,8.593,hg_4,cdn_8,user_13,ip_11,ip_17,opt_11,opt_17,1
h_dyn_306,H,34.764,8.854,43.618,15.875,hg_1,cdn_3,user_9,ip_29,ip_7,opt_29,opt_7,2
h_dyn_307,H,34.870,6.133,41.003,8.121,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1
bg_dyn_130,BG,34.921,5.266,40.187,6.183,,,,,,opt_3,opt_9,1
bg_dyn_131,BG,34.926,9.720,44.647,10.388,,,,,,opt_23,opt_6,2
h_dyn_308,H,35.068,7.939,43.007,13.931,hg_3,cdn_6,user_27,ip_13,ip_23,opt_13,opt_23,2
h_dyn_309,H,35.140,6.961,42.101,7.094,hg_0,cdn_1,user_29,ip_4,ip_29,opt_4,opt_29,2
h_dyn_310,H,35.486,7.224,42.710,12.932,hg_1,cdn_3,user_11,ip_29,ip_23,opt_29,opt_23,1
h_dyn_311,H,35.528,6.260,41.788,7.712,hg_3,cdn_6,user_19,ip_13,ip_4,opt_13,opt_4,1
h_dyn_312,H,35.744,11.547,47.291,9.690,hg_0,cdn_1,user_15,ip_4,ip_8,opt_4,opt_8,2
h_dyn_313,H,35.759,10.387,46.146,8.013,hg_4,cdn_8,user_15,ip_11,ip_8,opt_11,opt_8,2
h_dyn_314,H,35.807,10.118,45.925,14.271,hg_0,cdn_1,user_16,ip_4,ip_29,opt_4,opt_29,2
bg_dyn_132,BG,35.820,6.740,42.560,5.905,,,,,,opt_12,opt_2,1
h_dyn_315,H,35.829,9.009,44.838,9.957,hg_0,cdn_0,user_1,ip_14,ip_7,opt_14,opt_7,1
h_dyn_316,H,35.839,6.876,42.715,11.596,hg_1,cdn_3,user_17,ip_29,ip_23,opt_29,opt_23,1
bg_dyn_133,BG,36.068,13.629,49.697,10.602,,,,,,opt_13,opt_27,1
h_dyn_317,H,36.070,5.949,42.018,6.520,hg_1,cdn_2,user_9,ip_28,ip_7,opt_28,opt_7,1
h_dyn_318,H,36.175,7.808,43.983,8.738,hg_0,cdn_1,user_18,ip_4,ip_31,opt_4,opt_31,2
bg_dyn_134,BG,36.216,6.204,42.421,8.220,,,,,,opt_19,opt_9,1
h_dyn_319,H,36.238,9.387,45.625,9.429,hg_4,cdn_9,user_13,ip_1,ip_17,opt_1,opt_17,2
bg_dyn_135,BG,36.578,11.272,47.850,8.548,,,,,,opt_25,opt_29,1
h_dyn_320,H,36.638,5.235,41.873,4.161,hg_1,cdn_2,user_1,ip_28,ip_7,opt_28,opt_7,1
h_dyn_321,H,36.644,10.946,47.591,11.728,hg_2,cdn_5,user_6,ip_4,ip_19,opt_4,opt_19,3
h_dyn_322,H,36.695,10.140,46.835,10.814,hg_1,cdn_3,user_27,ip_29,ip_23,opt_29,opt_23,1
h_dyn_323,H,36.819,9.250,46.069,8.971,hg_3,cdn_6,user_18,ip_13,ip_31,opt_13,opt_31,2
h_dyn_324,H,36.907,6.188,43.095,9.917,hg_3,cdn_7,user_16,ip_28,ip_29,opt_28,opt_29,2
h_dyn_325,H,37.099,11.756,48.856,7.336,hg_2,cdn_5,user_10,ip_4,ip_13,opt_4,opt_13,1
bg_dyn_136,BG,37.231,10.120,47.351,8.421,,,,,,opt_27,opt_1,2
bg_dyn_137,BG,37.257,10.934,48.191,10.589,,,,,,opt_25,opt_29,1
h_dyn_326,H,37.343,5.438,42.781,11.191,hg_4,cdn_8,user_27,ip_11,ip_23,opt_11,opt_23,2
bg_dyn_138,BG,37.366,13.475,50.842,11.324,,,,,,opt_12,opt_9,1
bg_dyn_139,BG,37.487,7.561,45.048,7.595,,,,,,opt_22,opt_8,3
bg_dyn_140,BG,37.657,8.070,45.727,9.944,,,,,,opt_14,opt_1,2
bg_dyn_141,BG,37.751,6.263,44.014,10.254,,,,,,opt_16,opt_18,1
h_dyn_327,H,37.893,11.684,49.577,7.685,hg_4,cdn_9,user_3,ip_1,ip_6,opt_1,opt_6,1
h_dyn_328,H,38.056,7.614,45.670,10.992,hg_3,cdn_7,user_29,ip_28,ip_29,opt_28,opt_29,2
bg_dyn_142,BG,38.403,5.544,43.947,8.444,,,,,,opt_22,opt_12,1
h_dyn_329,H,38.431,10.754,49.185,9.452,hg_0,cdn_0,user_10,ip_14,ip_13,opt_14,opt_13,1
bg_dyn_143,BG,38.452,13.466,51.918,7.738,,,,,,opt_4,opt_18,1
h_dyn_330,H,38.786,12.434,51.219,9.136,hg_0,cdn_1,user_10,ip_4,ip_13,opt_4,opt_13,1
bg_dyn_144,BG,38.895,8.237,47.132,3.906,,,,,,opt_21,opt_20,1
bg_dyn_145,BG,39.093,8.975,48.068,9.150,,,,,,opt_10,opt_13,3
h_dyn_331,H,39.123,10.781,49.904,5.075,hg_4,cdn_8,user_23,ip_11,ip_1,opt_11,opt_1,1
h_dyn_332,H,39.329,7.137,46.466,12.464,hg_2,cdn_4,user_24,ip_14,ip_6,opt_14,opt_6,1
h_dyn_333,H,39.401,11.867,51.267,13.553,hg_0,cdn_1,user_29,ip_4,ip_29,opt_4,opt_29,2
