optical_link_id,src_optical_node_id,dst_optical_node_id,slot_index,status
of_29,opt_12,opt_19,35,free
of_29,opt_12,opt_19,36,free
of_29,opt_12,opt_19,37,free
of_29,opt_12,opt_19,38,free
of_29,opt_12,opt_19,39,free
of_29,opt_12,opt_19,40,free
of_29,opt_12,opt_19,41,free
of_29,opt_12,opt_19,42,free
of_29,opt_12,opt_19,43,free
of_29,opt_12,opt_19,44,free
of_29,opt_12,opt_19,45,free
of_29,opt_12,opt_19,46,free
of_29,opt_12,opt_19,47,free
of_29,opt_12,opt_19,48,free
of_29,opt_12,opt_19,49,free
of_29,opt_12,opt_19,50,free
of_29,opt_12,opt_19,51,free
of_29,opt_12,opt_19,52,free
of_29,opt_12,opt_19,53,free
of_29,opt_12,opt_19,54,free
of_29,opt_12,opt_19,55,free
of_29,opt_12,opt_19,56,free
of_29,opt_12,opt_19,57,free
of_29,opt_12,opt_19,58,free
of_29,opt_12,opt_19,59,free
of_29,opt_12,opt_19,60,free
of_29,opt_12,opt_19,61,free
of_29,opt_12,opt_19,62,free
of_29,opt_12,opt_19,63,free
of_29,opt_12,opt_19,64,free
of_29,opt_12,opt_19,65,free
of_29,opt_12,opt_19,66,free
of_29,opt_12,opt_19,67,free
of_29,opt_12,opt_19,68,free
of_29,opt_12,opt_19,69,free
of_29,opt_12,opt_19,70,free
of_29,opt_12,opt_19,71,free
of_29,opt_12,opt_19,72,free
of_29,opt_12,opt_19,73,free
of_29,opt_12,opt_19,74,free
of_29,opt_12,opt_19,75,free
of_29,opt_12,opt_19,76,free
of_29,opt_12,opt_19,77,free
of_29,opt_12,opt_19,78,free
of_29,opt_12,opt_19,79,free
of_29,opt_12,opt_19,80,free
of_29,opt_12,opt_19,81,free
of_29,opt_12,opt_19,82,free
of_29,opt_12,opt_19,83,free
of_29,opt_12,opt_19,84,free
of_29,opt_12,opt_19,85,free
of_29,opt_12,opt_19,86,free
of_29,opt_12,opt_19,87,free
of_29,opt_12,opt_19,88,free
of_29,opt_12,opt_19,89,free
of_29,opt_12,opt_19,90,free
of_29,opt_12,opt_19,91,free
of_29,opt_12,opt_19,92,free
of_29,opt_12,opt_19,93,free
of_29,opt_12,opt_19,94,free
of_29,opt_12,opt_19,95,free
of_29,opt_12,opt_19,96,free
of_29,opt_12,opt_19,97,free
of_29,opt_12,opt_19,98,free
of_29,opt_12,opt_19,99,free
of_30,opt_12,opt_2,0,free
of_30,opt_12,opt_2,1,free
of_30,opt_12,opt_2,2,free
of_30,opt_12,opt_2,3,free
of_30,opt_12,opt_2,4,free
of_30,opt_12,opt_2,5,free
of_30,opt_12,opt_2,6,free
of_30,opt_12,opt_2,7,free
of_30,opt_12,opt_2,8,free
of_30,opt_12,opt_2,9,free
of_30,opt_12,opt_2,10,free
of_30,opt_12,opt_2,11,free
of_30,opt_12,opt_2,12,free
of_30,opt_12,opt_2,13,free
of_30,opt_12,opt_2,14,free
of_30,opt_12,opt_2,15,free
of_30,opt_12,opt_2,16,free
of_30,opt_12,opt_2,17,free
of_30,opt_12,opt_2,18,free
of_30,opt_12,opt_2,19,free
of_30,opt_12,opt_2,20,free
of_30,opt_12,opt_2,21,free
of_30,opt_12,opt_2,22,free
of_30,opt_12,opt_2,23,free
of_30,opt_12,opt_2,24,free
of_30,opt_12,opt_2,25,free
of_30,opt_12,opt_2,26,free
of_30,opt_12,opt_2,27,free
of_30,opt_12,opt_2,28,free
of_30,opt_12,opt_2,29,free
of_30,opt_12,opt_2,30,free
of_30,opt_12,opt_2,31,free
of_30,opt_12,opt_2,32,free
of_30,opt_12,opt_2,33,free
of_30,opt_12,opt_2,34,free
of_30,opt_12,opt_2,35,free
of_30,opt_12,opt_2,36,free
of_30,opt_12,opt_2,37,free
of_30,opt_12,opt_2,38,free
of_30,opt_12,opt_2,39,free
of_30,opt_12,opt_2,40,free
of_30,opt_12,opt_2,41,free
of_30,opt_12,opt_2,42,free
of_30,opt_12,opt_2,43,free
of_30,opt_12,opt_2,44,free
of_30,opt_12,opt_2,45,free
of_30,opt_12,opt_2,46,free
of_30,opt_12,opt_2,47,free
of_30,opt_12,opt_2,48,free
of_30,opt_12,opt_2,49,free
of_30,opt_12,opt_2,50,free
of_30,opt_12,opt_2,51,free
of_30,opt_12,opt_2,52,free
of_30,opt_12,opt_2,53,free
of_30,opt_12,opt_2,54,free
of_30,opt_12,opt_2,55,free
of_30,opt_12,opt_2,56,free
of_30,opt_12,opt_2,57,free
of_30,opt_12,opt_2,58,free
of_30,opt_12,opt_2,59,free
of_30,opt_12,opt_2,60,free
of_30,opt_12,opt_2,61,free
of_30,opt_12,opt_2,62,free
of_30,opt_12,opt_2,63,free
of_30,opt_12,opt_2,64,free
of_30,opt_12,opt_2,65,free
of_30,opt_12,opt_2,66,free
of_30,opt_12,opt_2,67,free
of_30,opt_12,opt_2,68,free
of_30,opt_12,opt_2,69,free
of_30,opt_12,opt_2,70,free
of_30,opt_12,opt_2,71,free
of_30,opt_12,opt_2,72,free
of_30,opt_12,opt_2,73,free
of_30,opt_12,opt_2,74,free
of_30,opt_12,opt_2,75,free
of_30,opt_12,opt_2,76,free
of_30,opt_12,opt_2,77,free
of_30,opt_12,opt_2,78,free
of_30,opt_12,opt_2,79,free
of_30,opt_12,opt_2,80,free
of_30,opt_12,opt_2,81,free
of_30,opt_12,opt_2,82,free
of_30,opt_12,opt_2,83,free
of_30,opt_12,opt_2,84,free
of_30,opt_12,opt_2,85,free
of_30,opt_12,opt_2,86,free
of_30,opt_12,opt_2,87,free
of_30,opt_12,opt_2,88,free
of_30,opt_12,opt_2,89,free
of_30,opt_12,opt_2,90,free
of_30,opt_12,opt_2,91,free
of_30,opt_12,opt_2,92,free
of_30,opt_12,opt_2,93,free
of_30,opt_12,opt_2,94,free
of_30,opt_12,opt_2,95,free
of_30,opt_12,opt_2,96,free
of_30,opt_12,opt_2,97,free
of_30,opt_12,opt_2,98,free
of_30,opt_12,opt_2,99,free
of_31,opt_12,opt_21,0,free
of_31,opt_12,opt_21,1,free
of_31,opt_12,opt_21,2,free
of_31,opt_12,opt_21,3,free
of_31,opt_12,opt_21,4,free
of_31,opt_12,opt_21,5,free
of_31,opt_12,opt_21,6,free
of_31,opt_12,opt_21,7,free
of_31,opt_12,opt_21,8,free
of_31,opt_12,opt_21,9,free
of_31,opt_12,opt_21,10,free
of_31,opt_12,opt_21,11,free
of_31,opt_12,opt_21,12,free
of_31,opt_12,opt_21,13,free
of_31,opt_12,opt_21,14,free
of_31,opt_12,opt_21,15,free
of_31,opt_12,opt_21,16,free
of_31,opt_12,opt_21,17,free
of_31,opt_12,opt_21,18,free
of_31,opt_12,opt_21,19,free
of_31,opt_12,opt_21,20,free
of_31,opt_12,opt_21,21,free
of_31,opt_12,opt_21,22,free
of_31,opt_12,opt_21,23,free
of_31,opt_12,opt_21,24,free
of_31,opt_12,opt_21,25,free
of_31,opt_12,opt_21,26,free
of_31,opt_12,opt_21,27,free
of_31,opt_12,opt_21,28,free
of_31,opt_12,opt_21,29,free
of_31,opt_12,opt_21,30,free
of_31,opt_12,opt_21,31,free
of_31,opt_12,opt_21,32,free
of_31,opt_12,opt_21,33,free
of_31,opt_12,opt_21,34,free
of_31,opt_12,opt_21,35,free
of_31,opt_12,opt_21,36,free
of_31,opt_12,opt_21,37,free
of_31,opt_12,opt_21,38,free
of_31,opt_12,opt_21,39,free
of_31,opt_12,opt_21,40,free
of_31,opt_12,opt_21,41,free
of_31,opt_12,opt_21,42,free
of_31,opt_12,opt_21,43,free
of_31,opt_12,opt_21,44,free
of_31,opt_12,opt_21,45,free
of_31,opt_12,opt_21,46,free
of_31,opt_12,opt_21,47,free
of_31,opt_12,opt_21,48,free
of_31,opt_12,opt_21,49,free
of_31,opt_12,opt_21,50,free
of_31,opt_12,opt_21,51,free
of_31,opt_12,opt_21,52,free
of_31,opt_12,opt_21,53,free
of_31,opt_12,opt_21,54,free
of_31,opt_12,opt_21,55,free
of_31,opt_12,opt_21,56,free
of_31,opt_12,opt_21,57,free
of_31,opt_12,opt_21,58,free
of_31,opt_12,opt_21,59,free
of_31,opt_12,opt_21,60,free
of_31,opt_12,opt_21,61,free
of_31,opt_12,opt_21,62,free
of_31,opt_12,opt_21,63,free
of_31,opt_12,opt_21,64,free
of_31,opt_12,opt_21,65,free
of_31,opt_12,opt_21,66,free
of_31,opt_12,opt_21,67,free
of_31,opt_12,opt_21,68,free
of_31,opt_12,opt_21,69,free
of_31,opt_12,opt_21,70,free
of_31,opt_12,opt_21,71,free
of_31,opt_12,opt_21,72,free
of_31,opt_12,opt_21,73,free
of_31,opt_12,opt_21,74,free
of_31,opt_12,opt_21,75,free
of_31,opt_12,opt_21,76,free
of_31,opt_12,opt_21,77,free
of_31,opt_12,opt_21,78,free
of_31,opt_12,opt_21,79,free
of_31,opt_12,opt_21,80,free
of_31,opt_12,opt_21,81,free
of_31,opt_12,opt_21,82,free
of_31,opt_12,opt_21,83,free
of_31,opt_12,opt_21,84,free
of_31,opt_12,opt_21,85,free
of_31,opt_12,opt_21,86,free
of_31,opt_12,opt_21,87,free
of_31,opt_12,opt_21,88,free
of_31,opt_12,opt_21,89,free
of_31,opt_12,opt_21,90,free
of_31,opt_12,opt_21,91,free
of_31,opt_12,opt_21,92,free
of_31,opt_12,opt_21,93,free
of_31,opt_12,opt_21,94,free
of_31,opt_12,opt_21,95,free
of_31,opt_12,opt_21,96,free
of_31,opt_12,opt_21,97,free
of_31,opt_12,opt_21,98,free
of_31,opt_12,opt_21,99,free
of_32,opt_12,opt_22,0,free
of_32,opt_12,opt_22,1,free
of_32,opt_12,opt_22,2,free
of_32,opt_12,opt_22,3,free
of_32,opt_12,opt_22,4,free
of_32,opt_12,opt_22,5,free
of_32,opt_12,opt_22,6,free
of_32,opt_12,opt_22,7,free
of_32,opt_12,opt_22,8,free
of_32,opt_12,opt_22,9,free
of_32,opt_12,opt_22,10,free
of_32,opt_12,opt_22,11,free
of_32,opt_12,opt_22,12,free
of_32,opt_12,opt_22,13,free
of_32,opt_12,opt_22,14,free
of_32,opt_12,opt_22,15,free
of_32,opt_12,opt_22,16,free
of_32,opt_12,opt_22,17,free
of_32,opt_12,opt_22,18,free
of_32,opt_12,opt_22,19,free
of_32,opt_12,opt_22,20,free
of_32,opt_12,opt_22,21,free
of_32,opt_12,opt_22,22,free
of_32,opt_12,opt_22,23,free
of_32,opt_12,opt_22,24,free
of_32,opt_12,opt_22,25,free
of_32,opt_12,opt_22,26,free
of_32,opt_12,opt_22,27,free
of_32,opt_12,opt_22,28,free
of_32,opt_12,opt_22,29,free
of_32,opt_12,opt_22,30,free
of_32,opt_12,opt_22,31,free
of_32,opt_12,opt_22,32,free
of_32,opt_12,opt_22,33,free
of_32,opt_12,opt_22,34,free
of_32,opt_12,opt_22,35,free
of_32,opt_12,opt_22,36,free
of_32,opt_12,opt_22,37,free
of_32,opt_12,opt_22,38,free
of_32,opt_12,opt_22,39,free
of_32,opt_12,opt_22,40,free
of_32,opt_12,opt_22,41,free
of_32,opt_12,opt_22,42,free
of_32,opt_12,opt_22,43,free
of_32,opt_12,opt_22,44,free
of_32,opt_12,opt_22,45,free
of_32,opt_12,opt_22,46,free
of_32,opt_12,opt_22,47,free
of_32,opt_12,opt_22,48,free
of_32,opt_12,opt_22,49,free
of_32,opt_12,opt_22,50,free
of_32,opt_12,opt_22,51,free
of_32,opt_12,opt_22,52,free
of_32,opt_12,opt_22,53,free
of_32,opt_12,opt_22,54,free
of_32,opt_12,opt_22,55,free
of_32,opt_12,opt_22,56,free
of_32,opt_12,opt_22,57,free
of_32,opt_12,opt_22,58,free
of_32,opt_12,opt_22,59,free
of_32,opt_12,opt_22,60,free
of_32,opt_12,opt_22,61,free
of_32,opt_12,opt_22,62,free
of_32,opt_12,opt_22,63,free
of_32,opt_12,opt_22,64,free
of_32,opt_12,opt_22,65,free
of_32,opt_12,opt_22,66,free
of_32,opt_12,opt_22,67,free
of_32,opt_12,opt_22,68,free
of_32,opt_12,opt_22,69,free
of_32,opt_12,opt_22,70,free
of_32,opt_12,opt_22,71,free
of_32,opt_12,opt_22,72,free
of_32,opt_12,opt_22,73,free
of_32,opt_12,opt_22,74,free
of_32,opt_12,opt_22,75,free
of_32,opt_12,opt_22,76,free
of_32,opt_12,opt_22,77,free
of_32,opt_12,opt_22,78,free
of_32,opt_12,opt_22,79,free
of_32,opt_12,opt_22,80,free
of_32,opt_12,opt_22,81,free
of_32,opt_12,opt_22,82,free
of_32,opt_12,opt_22,83,free
of_32,opt_12,opt_22,84,free
of_32,opt_12,opt_22,85,free
of_32,opt_12,opt_22,86,free
of_32,opt_12,opt_22,87,free
of_32,opt_12,opt_22,88,free
of_32,opt_12,opt_22,89,free
of_32,opt_12,opt_22,90,free
of_32,opt_12,opt_22,91,free
of_32,opt_12,opt_22,92,free
of_32,opt_12,opt_22,93,free
of_32,opt_12,opt_22,94,free
of_32,opt_12,opt_22,95,free
of_32,opt_12,opt_22,96,free
of_32,opt_12,opt_22,97,free
of_32,opt_12,opt_22,98,free
of_32,opt_12,opt_22,99,free
of_33,opt_12,opt_23,0,free
of_33,opt_12,opt_23,1,free
of_33,opt_12,opt_23,2,free
of_33,opt_12,opt_23,3,free
of_33,opt_12,opt_23,4,free
of_33,opt_12,opt_23,5,free
of_33,opt_12,opt_23,6,free
of_33,opt_12,opt_23,7,free
of_33,opt_12,opt_23,8,free
of_33,opt_12,opt_23,9,free
of_33,opt_12,opt_23,10,free
of_33,opt_12,opt_23,11,free
of_33,opt_12,opt_23,12,free
of_33,opt_12,opt_23,13,free
of_33,opt_12,opt_23,14,free
of_33,opt_12,opt_23,15,free
of_33,opt_12,opt_23,16,free
of_33,opt_12,opt_23,17,free
of_33,opt_12,opt_23,18,free
of_33,opt_12,opt_23,19,free
of_33,opt_12,opt_23,20,free
of_33,opt_12,opt_23,21,free
of_33,opt_12,opt_23,22,free
of_33,opt_12,opt_23,23,free
of_33,opt_12,opt_23,24,free
of_33,opt_12,opt_23,25,free
of_33,opt_12,opt_23,26,free
of_33,opt_12,opt_23,27,free
of_33,opt_12,opt_23,28,free
of_33,opt_12,opt_23,29,free
of_33,opt_12,opt_23,30,free
of_33,opt_12,opt_23,31,free
of_33,opt_12,opt_23,32,free
of_33,opt_12,opt_23,33,free
of_33,opt_12,opt_23,34,free
of_33,opt_12,opt_23,35,free
of_33,opt_12,opt_23,36,free
of_33,opt_12,opt_23,37,free
of_33,opt_12,opt_23,38,free
of_33,opt_12,opt_23,39,free
of_33,opt_12,opt_23,40,free
of_33,opt_12,opt_23,41,free
of_33,opt_12,opt_23,42,free
of_33,opt_12,opt_23,43,free
of_33,opt_12,opt_23,44,free
of_33,opt_12,opt_23,45,free
of_33,opt_12,opt_23,46,free
of_33,opt_12,opt_23,47,free
of_33,opt_12,opt_23,48,free
of_33,opt_12,opt_23,49,free
of_33,opt_12,opt_23,50,free
of_33,opt_12,opt_23,51,free
of_33,opt_12,opt_23,52,free
of_33,opt_12,opt_23,53,free
of_33,opt_12,opt_23,54,free
of_33,opt_12,opt_23,55,free
of_33,opt_12,opt_23,56,free
of_33,opt_12,opt_23,57,free
of_33,opt_12,opt_23,58,free
of_33,opt_12,opt_23,59,free
of_33,opt_12,opt_23,60,free
of_33,opt_12,opt_23,61,free
of_33,opt_12,opt_23,62,free
of_33,opt_12,opt_23,63,free
of_33,opt_12,opt_23,64,free
of_33,opt_12,opt_23,65,free
of_33,opt_12,opt_23,66,free
of_33,opt_12,opt_23,67,free
of_33,opt_12,opt_23,68,free
of_33,opt_12,opt_23,69,free
of_33,opt_12,opt_23,70,free
of_33,opt_12,opt_23,71,free
of_33,opt_12,opt_23,72,free
of_33,opt_12,opt_23,73,free
of_33,opt_12,opt_23,74,free
of_33,opt_12,opt_23,75,free
of_33,opt_12,opt_23,76,free
of_33,opt_12,opt_23,77,free
of_33,opt_12,opt_23,78,free
of_33,opt_12,opt_23,79,free
of_33,opt_12,opt_23,80,free
of_33,opt_12,opt_23,81,free
of_33,opt_12,opt_23,82,free
of_33,opt_12,opt_23,83,free
of_33,opt_12,opt_23,84,free
of_33,opt_12,opt_23,85,free
of_33,opt_12,opt_23,86,free
of_33,opt_12,opt_23,87,free
of_33,opt_12,opt_23,88,free
of_33,opt_12,opt_23,89,free
of_33,opt_12,opt_23,90,free
of_33,opt_12,opt_23,91,free
of_33,opt_12,opt_23,92,free
of_33,opt_12,opt_23,93,free
of_33,opt_12,opt_23,94,free
of_33,opt_12,opt_23,95,free
of_33,opt_12,opt_23,96,free
of_33,opt_12,opt_23,97,free
of_33,opt_12,opt_23,98,free
of_33,opt_12,opt_23,99,free
of_34,opt_12,opt_26,0,free
of_34,opt_12,opt_26,1,free
of_34,opt_12,opt_26,2,free
of_34,opt_12,opt_26,3,free
of_34,opt_12,opt_26,4,free
of_34,opt_12,opt_26,5,free
of_34,opt_12,opt_26,6,free
of_34,opt_12,opt_26,7,free
of_34,opt_12,opt_26,8,free
of_34,opt_12,opt_26,9,free
of_34,opt_12,opt_26,10,free
of_34,opt_12,opt_26,11,free
of_34,opt_12,opt_26,12,free
of_34,opt_12,opt_26,13,free
of_34,opt_12,opt_26,14,free
of_34,opt_12,opt_26,15,free
of_34,opt_12,opt_26,16,free
of_34,opt_12,opt_26,17,free
of_34,opt_12,opt_26,18,free
of_34,opt_12,opt_26,19,free
of_34,opt_12,opt_26,20,free
of_34,opt_12,opt_26,21,free
of_34,opt_12,opt_26,22,free
of_34,opt_12,opt_26,23,free
of_34,opt_12,opt_26,24,free
of_34,opt_12,opt_26,25,free
of_34,opt_12,opt_26,26,free
of_34,opt_12,opt_26,27,free
of_34,opt_12,opt_26,28,free
of_34,opt_12,opt_26,29,free
of_34,opt_12,opt_26,30,free
of_34,opt_12,opt_26,31,free
of_34,opt_12,opt_26,32,free
of_34,opt_12,opt_26,33,free
of_34,opt_12,opt_26,34,free
of_34,opt_12,opt_26,35,free
of_34,opt_12,opt_26,36,free
of_34,opt_12,opt_26,37,free
of_34,opt_12,opt_26,38,free
of_34,opt_12,opt_26,39,free
of_34,opt_12,opt_26,40,free
of_34,opt_12,opt_26,41,free
of_34,opt_12,opt_26,42,free
of_34,opt_12,opt_26,43,free
of_34,opt_12,opt_26,44,free
of_34,opt_12,opt_26,45,free
of_34,opt_12,opt_26,46,free
of_34,opt_12,opt_26,47,free
of_34,opt_12,opt_26,48,free
of_34,opt_12,opt_26,49,free
of_34,opt_12,opt_26,50,free
of_34,opt_12,opt_26,51,free
of_34,opt_12,opt_26,52,free
of_34,opt_12,opt_26,53,free
of_34,opt_12,opt_26,54,free
of_34,opt_12,opt_26,55,free
of_34,opt_12,opt_26,56,free
of_34,opt_12,opt_26,57,free
of_34,opt_12,opt_26,58,free
of_34,opt_12,opt_26,59,free
of_34,opt_12,opt_26,60,free
of_34,opt_12,opt_26,61,free
of_34,opt_12,opt_26,62,free
of_34,opt_12,opt_26,63,free
of_34,opt_12,opt_26,64,free
of_34,opt_12,opt_26,65,free
of_34,opt_12,opt_26,66,free
of_34,opt_12,opt_26,67,free
of_34,opt_12,opt_26,68,free
of_34,opt_12,opt_26,69,free
of_34,opt_12,opt_26,70,free
of_34,opt_12,opt_26,71,free
of_34,opt_12,opt_26,72,free
of_34,opt_12,opt_26,73,free
of_34,opt_12,opt_26,74,free
of_34,opt_12,opt_26,75,free
of_34,opt_12,opt_26,76,free
of_34,opt_12,opt_26,77,free
of_34,opt_12,opt_26,78,free
of_34,opt_12,opt_26,79,free
of_34,opt_12,opt_26,80,free
of_34,opt_12,opt_26,81,free
of_34,opt_12,opt_26,82,free
of_34,opt_12,opt_26,83,free
of_34,opt_12,opt_26,84,free
of_34,opt_12,opt_26,85,free
of_34,opt_12,opt_26,86,free
of_34,opt_12,opt_26,87,free
of_34,opt_12,opt_26,88,free
of_34,opt_12,opt_26,89,free
of_34,opt_12,opt_26,90,free
of_34,opt_12,opt_26,91,free
of_34,opt_12,opt_26,92,free
of_34,opt_12,opt_26,93,free
of_34,opt_12,opt_26,94,free
of_34,opt_12,opt_26,95,free
of_34,opt_12,opt_26,96,free
of_34,opt_12,opt_26,97,free
of_34,opt_12,opt_26,98,free
of_34,opt_12,opt_26,99,free
of_35,opt_12,opt_29,0,free
of_35,opt_12,opt_29,1,free
of_35,opt_12,opt_29,2,free
of_35,opt_12,opt_29,3,free
of_35,opt_12,opt_29,4,free
of_35,opt_12,opt_29,5,free
of_35,opt_12,opt_29,6,free
of_35,opt_12,opt_29,7,free
of_35,opt_12,opt_29,8,free
of_35,opt_12,opt_29,9,free
of_35,opt_12,opt_29,10,free
of_35,opt_12,opt_29,11,free
of_35,opt_12,opt_29,12,free
of_35,opt_12,opt_29,13,free
of_35,opt_12,opt_29,14,free
of_35,opt_12,opt_29,15,free
of_35,opt_12,opt_29,16,free
of_35,opt_12,opt_29,17,free
of_35,opt_12,opt_29,18,free
of_35,opt_12,opt_29,19,free
of_35,opt_12,opt_29,20,free
of_35,opt_12,opt_29,21,free
of_35,opt_12,opt_29,22,free
of_35,opt_12,opt_29,23,free
of_35,opt_12,opt_29,24,free
of_35,opt_12,opt_29,25,free
of_35,opt_12,opt_29,26,free
of_35,opt_12,opt_29,27,free
of_35,opt_12,opt_29,28,free
of_35,opt_12,opt_29,29,free
of_35,opt_12,opt_29,30,free
of_35,opt_12,opt_29,31,free
of_35,opt_12,opt_29,32,free
of_35,opt_12,opt_29,33,free
of_35,opt_12,opt_29,34,free
of_35,opt_12,opt_29,35,free
of_35,opt_12,opt_29,36,free
of_35,opt_12,opt_29,37,free
of_35,opt_12,opt_29,38,free
of_35,opt_12,opt_29,39,free
of_35,opt_12,opt_29,40,free
of_35,opt_12,opt_29,41,free
of_35,opt_12,opt_29,42,free
of_35,opt_12,opt_29,43,free
of_35,opt_12,opt_29,44,free
of_35,opt_12,opt_29,45,free
of_35,opt_12,opt_29,46,free
of_35,opt_12,opt_29,47,free
of_35,opt_12,opt_29,48,free
of_35,opt_12,opt_29,49,free
of_35,opt_12,opt_29,50,free
of_35,opt_12,opt_29,51,free
of_35,opt_12,opt_29,52,free
of_35,opt_12,opt_29,53,free
of_35,opt_12,opt_29,54,free
of_35,opt_12,opt_29,55,free
of_35,opt_12,opt_29,56,free
of_35,opt_12,opt_29,57,free
of_35,opt_12,opt_29,58,free
of_35,opt_12,opt_29,59,free
of_35,opt_12,opt_29,60,free
of_35,opt_12,opt_29,61,free
of_35,opt_12,opt_29,62,free
of_35,opt_12,opt_29,63,free
of_35,opt_12,opt_29,64,free
of_35,opt_12,opt_29,65,free
of_35,opt_12,opt_29,66,free
of_35,opt_12,opt_29,67,free
of_35,opt_12,opt_29,68,free
of_35,opt_12,opt_29,69,free
of_35,opt_12,opt_29,70,free
of_35,opt_12,opt_29,71,free
of_35,opt_12,opt_29,72,free
of_35,opt_12,opt_29,73,free
of_35,opt_12,opt_29,74,free
of_35,opt_12,opt_29,75,free
of_35,opt_12,opt_29,76,free
of_35,opt_12,opt_29,77,free
of_35,opt_12,opt_29,78,free
of_35,opt_12,opt_29,79,free
of_35,opt_12,opt_29,80,free
of_35,opt_12,opt_29,81,free
of_35,opt_12,opt_29,82,free
of_35,opt_12,opt_29,83,free
of_35,opt_12,opt_29,84,free
of_35,opt_12,opt_29,85,free
of_35,opt_12,opt_29,86,free
of_35,opt_12,opt_29,87,free
of_35,opt_12,opt_29,88,free
of_35,opt_12,opt_29,89,free
of_35,opt_12,opt_29,90,free
of_35,opt_12,opt_29,91,free
of_35,opt_12,opt_29,92,free
of_35,opt_12,opt_29,93,free
of_35,opt_12,opt_29,94,free
of_35,opt_12,opt_29,95,free
of_35,opt_12,opt_29,96,free
of_35,opt_12,opt_29,97,free
of_35,opt_12,opt_29,98,free
of_35,opt_12,opt_29,99,free
of_36,opt_12,opt_9,0,free
of_36,opt_12,opt_9,1,free
of_36,opt_12,opt_9,2,free
of_36,opt_12,opt_9,3,free
of_36,opt_12,opt_9,4,free
of_36,opt_12,opt_9,5,free
of_36,opt_12,opt_9,6,free
of_36,opt_12,opt_9,7,free
of_36,opt_12,opt_9,8,free
of_36,opt_12,opt_9,9,free
of_36,opt_12,opt_9,10,free
of_36,opt_12,opt_9,11,free
of_36,opt_12,opt_9,12,free
of_36,opt_12,opt_9,13,free
of_36,opt_12,opt_9,14,free
of_36,opt_12,opt_9,15,free
of_36,opt_12,opt_9,16,free
of_36,opt_12,opt_9,17,free
of_36,opt_12,opt_9,18,free
of_36,opt_12,opt_9,19,free
of_36,opt_12,opt_9,20,free
of_36,opt_12,opt_9,21,free
of_36,opt_12,opt_9,22,free
of_36,opt_12,opt_9,23,free
of_36,opt_12,opt_9,24,free
of_36,opt_12,opt_9,25,free
of_36,opt_12,opt_9,26,free
of_36,opt_12,opt_9,27,free
of_36,opt_12,opt_9,28,free
of_36,opt_12,opt_9,29,free
of_36,opt_12,opt_9,30,free
of_36,opt_12,opt_9,31,free
of_36,opt_12,opt_9,32,free
of_36,opt_12,opt_9,33,free
of_36,opt_12,opt_9,34,free
of_36,opt_12,opt_9,35,free
of_36,opt_12,opt_9,36,free
of_36,opt_12,opt_9,37,free
of_36,opt_12,opt_9,38,free
of_36,opt_12,opt_9,39,free
of_36,opt_12,opt_9,40,free
of_36,opt_12,opt_9,41,free
of_36,opt_12,opt_9,42,free
of_36,opt_12,opt_9,43,free
of_36,opt_12,opt_9,44,free
of_36,opt_12,opt_9,45,free
of_36,opt_12,opt_9,46,free
of_36,opt_12,opt_9,47,free
of_36,opt_12,opt_9,48,free
of_36,opt_12,opt_9,49,free
of_36,opt_12,opt_9,50,free
of_36,opt_12,opt_9,51,free
of_36,opt_12,opt_9,52,free
of_36,opt_12,opt_9,53,free
of_36,opt_12,opt_9,54,free
of_36,opt_12,opt_9,55,free
of_36,opt_12,opt_9,56,free
of_36,opt_12,opt_9,57,free
of_36,opt_12,opt_9,58,free
of_36,opt_12,opt_9,59,free
of_36,opt_12,opt_9,60,free
of_36,opt_12,opt_9,61,free
of_36,opt_12,opt_9,62,free
of_36,opt_12,opt_9,63,free
of_36,opt_12,opt_9,64,free
of_36,opt_12,opt_9,65,free
of_36,opt_12,opt_9,66,free
of_36,opt_12,opt_9,67,free
of_36,opt_12,opt_9,68,free
of_36,opt_12,opt_9,69,free
of_36,opt_12,opt_9,70,free
of_36,opt_12,opt_9,71,free
of_36,opt_12,opt_9,72,free
of_36,opt_12,opt_9,73,free
of_36,opt_12,opt_9,74,free
of_36,opt_12,opt_9,75,free
of_36,opt_12,opt_9,76,free
of_36,opt_12,opt_9,77,free
of_36,opt_12,opt_9,78,free
of_36,opt_12,opt_9,79,free
of_36,opt_12,opt_9,80,free
of_36,opt_12,opt_9,81,free
of_36,opt_12,opt_9,82,free
of_36,opt_12,opt_9,83,free
of_36,opt_12,opt_9,84,free
of_36,opt_12,opt_9,85,free
of_36,opt_12,opt_9,86,free
of_36,opt_12,opt_9,87,free
of_36,opt_12,opt_9,88,free
of_36,opt_12,opt_9,89,free
of_36,opt_12,opt_9,90,free
of_36,opt_12,opt_9,91,free
of_36,opt_12,opt_9,92,free
of_36,opt_12,opt_9,93,free
of_36,opt_12,opt_9,94,free
of_36,opt_12,opt_9,95,free
of_36,opt_12,opt_9,96,free
of_36,opt_12,opt_9,97,free
of_36,opt_12,opt_9,98,free
of_36,opt_12,opt_9,99,free
of_37,opt_13,opt_14,0,free
of_37,opt_13,opt_14,1,free
of_37,opt_13,opt_14,2,free
of_37,opt_13,opt_14,3,free
of_37,opt_13,opt_14,4,free
of_37,opt_13,opt_14,5,free
of_37,opt_13,opt_14,6,free
of_37,opt_13,opt_14,7,free
of_37,opt_13,opt_14,8,free
of_37,opt_13,opt_14,9,free
