ip_src,ip_dst,path_id,src_optical_node_id,dst_optical_node_id,optical_path,optical_hops,total_length_km
ip_3,ip_31,ip_3_ip_31_p4,opt_3,opt_31,opt_3-opt_29-opt_6-opt_31,3,577.532
ip_3,ip_31,ip_3_ip_31_p5,opt_3,opt_31,opt_3-opt_29-opt_6-opt_15-opt_31,4,585.067
ip_3,ip_31,ip_3_ip_31_p6,opt_3,opt_31,opt_3-opt_29-opt_15-opt_6-opt_31,4,611.618
ip_3,ip_31,ip_3_ip_31_p7,opt_3,opt_31,opt_3-opt_27-opt_29-opt_6-opt_31,4,637.122
ip_3,ip_31,ip_3_ip_31_p8,opt_3,opt_31,opt_3-opt_27-opt_29-opt_6-opt_15-opt_31,5,644.657
ip_3,ip_31,ip_3_ip_31_p9,opt_3,opt_31,opt_3-opt_27-opt_29-opt_15-opt_6-opt_31,5,671.208
ip_4,ip_5,ip_4_ip_5_p0,opt_4,opt_5,opt_4-opt_27-opt_11-opt_28-opt_5,4,826.884
ip_4,ip_5,ip_4_ip_5_p1,opt_4,opt_5,opt_4-opt_16-opt_27-opt_11-opt_28-opt_5,5,859.999
ip_4,ip_5,ip_4_ip_5_p2,opt_4,opt_5,opt_4-opt_3-opt_11-opt_28-opt_5,4,875.317
ip_4,ip_5,ip_4_ip_5_p3,opt_4,opt_5,opt_4-opt_3-opt_27-opt_11-opt_28-opt_5,5,876.949
ip_4,ip_5,ip_4_ip_5_p4,opt_4,opt_5,opt_4-opt_27-opt_3-opt_11-opt_28-opt_5,5,888.322
ip_4,ip_5,ip_4_ip_5_p5,opt_4,opt_5,opt_4-opt_14-opt_7-opt_5,3,898.086
ip_4,ip_5,ip_4_ip_5_p6,opt_4,opt_5,opt_4-opt_27-opt_7-opt_5,3,904.914
ip_4,ip_5,ip_4_ip_5_p7,opt_4,opt_5,opt_4-opt_27-opt_11-opt_7-opt_5,4,908.502
ip_4,ip_5,ip_4_ip_5_p8,opt_4,opt_5,opt_4-opt_16-opt_3-opt_11-opt_28-opt_5,5,909.811
ip_4,ip_5,ip_4_ip_5_p9,opt_4,opt_5,opt_4-opt_16-opt_3-opt_27-opt_11-opt_28-opt_5,6,911.443
ip_4,ip_6,ip_4_ip_6_p0,opt_4,opt_6,opt_4-opt_14-opt_6,2,420.418
ip_4,ip_6,ip_4_ip_6_p1,opt_4,opt_6,opt_4-opt_16-opt_14-opt_6,3,453.303
ip_4,ip_6,ip_4_ip_6_p2,opt_4,opt_6,opt_4-opt_13-opt_14-opt_6,3,520.949
ip_4,ip_6,ip_4_ip_6_p3,opt_4,opt_6,opt_4-opt_16-opt_13-opt_14-opt_6,4,529.710
ip_4,ip_6,ip_4_ip_6_p4,opt_4,opt_6,opt_4-opt_13-opt_16-opt_14-opt_6,4,595.204
ip_4,ip_6,ip_4_ip_6_p5,opt_4,opt_6,opt_4-opt_16-opt_31-opt_6,3,624.849
ip_4,ip_6,ip_4_ip_6_p6,opt_4,opt_6,opt_4-opt_16-opt_31-opt_15-opt_6,4,632.384
ip_4,ip_6,ip_4_ip_6_p7,opt_4,opt_6,opt_4-opt_14-opt_8-opt_6,3,655.236
ip_4,ip_6,ip_4_ip_6_p8,opt_4,opt_6,opt_4-opt_16-opt_14-opt_8-opt_6,4,688.121
ip_4,ip_6,ip_4_ip_6_p9,opt_4,opt_6,opt_4-opt_30-opt_14-opt_6,3,689.165
ip_4,ip_7,ip_4_ip_7_p0,opt_4,opt_7,opt_4-opt_14-opt_7,2,693.785
ip_4,ip_7,ip_4_ip_7_p1,opt_4,opt_7,opt_4-opt_27-opt_7,2,700.613
ip_4,ip_7,ip_4_ip_7_p2,opt_4,opt_7,opt_4-opt_27-opt_11-opt_7,3,704.201
ip_4,ip_7,ip_4_ip_7_p3,opt_4,opt_7,opt_4-opt_16-opt_14-opt_7,3,726.670
ip_4,ip_7,ip_4_ip_7_p4,opt_4,opt_7,opt_4-opt_16-opt_27-opt_7,3,733.728
ip_4,ip_7,ip_4_ip_7_p5,opt_4,opt_7,opt_4-opt_16-opt_27-opt_11-opt_7,4,737.316
ip_4,ip_7,ip_4_ip_7_p6,opt_4,opt_7,opt_4-opt_3-opt_27-opt_7,3,750.678
ip_4,ip_7,ip_4_ip_7_p7,opt_4,opt_7,opt_4-opt_3-opt_11-opt_7,3,752.634
ip_4,ip_7,ip_4_ip_7_p8,opt_4,opt_7,opt_4-opt_3-opt_27-opt_11-opt_7,4,754.266
ip_4,ip_7,ip_4_ip_7_p9,opt_4,opt_7,opt_4-opt_27-opt_3-opt_11-opt_7,4,765.639
ip_4,ip_8,ip_4_ip_8_p0,opt_4,opt_8,opt_4-opt_14-opt_8,2,397.656
ip_4,ip_8,ip_4_ip_8_p1,opt_4,opt_8,opt_4-opt_16-opt_14-opt_8,3,430.541
ip_4,ip_8,ip_4_ip_8_p2,opt_4,opt_8,opt_4-opt_14-opt_0-opt_8,3,437.361
ip_4,ip_8,ip_4_ip_8_p3,opt_4,opt_8,opt_4-opt_16-opt_0-opt_8,3,452.107
ip_4,ip_8,ip_4_ip_8_p4,opt_4,opt_8,opt_4-opt_16-opt_14-opt_0-opt_8,4,470.246
ip_4,ip_8,ip_4_ip_8_p5,opt_4,opt_8,opt_4-opt_13-opt_0-opt_8,3,471.659
ip_4,ip_8,ip_4_ip_8_p6,opt_4,opt_8,opt_4-opt_18-opt_8,2,474.650
ip_4,ip_8,ip_4_ip_8_p7,opt_4,opt_8,opt_4-opt_18-opt_0-opt_8,3,475.401
ip_4,ip_8,ip_4_ip_8_p8,opt_4,opt_8,opt_4-opt_16-opt_13-opt_0-opt_8,4,480.420
ip_4,ip_8,ip_4_ip_8_p9,opt_4,opt_8,opt_4-opt_16-opt_18-opt_8,3,492.220
ip_4,ip_9,ip_4_ip_9_p0,opt_4,opt_9,opt_4-opt_27-opt_9,2,490.003
ip_4,ip_9,ip_4_ip_9_p1,opt_4,opt_9,opt_4-opt_3-opt_9,2,499.084
ip_4,ip_9,ip_4_ip_9_p2,opt_4,opt_9,opt_4-opt_27-opt_3-opt_9,3,512.089
ip_4,ip_9,ip_4_ip_9_p3,opt_4,opt_9,opt_4-opt_16-opt_27-opt_9,3,523.118
ip_4,ip_9,ip_4_ip_9_p4,opt_4,opt_9,opt_4-opt_16-opt_3-opt_9,3,533.578
ip_4,ip_9,ip_4_ip_9_p5,opt_4,opt_9,opt_4-opt_3-opt_27-opt_9,3,540.068
ip_4,ip_9,ip_4_ip_9_p6,opt_4,opt_9,opt_4-opt_16-opt_27-opt_3-opt_9,4,545.204
ip_4,ip_9,ip_4_ip_9_p7,opt_4,opt_9,opt_4-opt_16-opt_3-opt_27-opt_9,4,574.562
ip_4,ip_9,ip_4_ip_9_p8,opt_4,opt_9,opt_4-opt_14-opt_3-opt_9,3,637.011
ip_4,ip_9,ip_4_ip_9_p9,opt_4,opt_9,opt_4-opt_13-opt_27-opt_9,3,663.266
ip_4,ip_10,ip_4_ip_10_p0,opt_4,opt_10,opt_4-opt_27-opt_11-opt_10,3,786.083
ip_4,ip_10,ip_4_ip_10_p1,opt_4,opt_10,opt_4-opt_16-opt_27-opt_11-opt_10,4,819.198
ip_4,ip_10,ip_4_ip_10_p2,opt_4,opt_10,opt_4-opt_3-opt_11-opt_10,3,834.516
ip_4,ip_10,ip_4_ip_10_p3,opt_4,opt_10,opt_4-opt_3-opt_27-opt_11-opt_10,4,836.148
ip_4,ip_10,ip_4_ip_10_p4,opt_4,opt_10,opt_4-opt_27-opt_11-opt_20-opt_10,4,842.081
ip_4,ip_10,ip_4_ip_10_p5,opt_4,opt_10,opt_4-opt_27-opt_3-opt_11-opt_10,4,847.521
ip_4,ip_10,ip_4_ip_10_p6,opt_4,opt_10,opt_4-opt_16-opt_3-opt_11-opt_10,4,869.010
ip_4,ip_10,ip_4_ip_10_p7,opt_4,opt_10,opt_4-opt_16-opt_3-opt_27-opt_11-opt_10,5,870.642
ip_4,ip_10,ip_4_ip_10_p8,opt_4,opt_10,opt_4-opt_16-opt_27-opt_11-opt_20-opt_10,5,875.196
ip_4,ip_10,ip_4_ip_10_p9,opt_4,opt_10,opt_4-opt_16-opt_27-opt_3-opt_11-opt_10,5,880.636
ip_4,ip_11,ip_4_ip_11_p0,opt_4,opt_11,opt_4-opt_27-opt_11,2,494.815
ip_4,ip_11,ip_4_ip_11_p1,opt_4,opt_11,opt_4-opt_16-opt_27-opt_11,3,527.930
ip_4,ip_11,ip_4_ip_11_p2,opt_4,opt_11,opt_4-opt_3-opt_11,2,543.248
ip_4,ip_11,ip_4_ip_11_p3,opt_4,opt_11,opt_4-opt_3-opt_27-opt_11,3,544.880
ip_4,ip_11,ip_4_ip_11_p4,opt_4,opt_11,opt_4-opt_27-opt_3-opt_11,3,556.253
ip_4,ip_11,ip_4_ip_11_p5,opt_4,opt_11,opt_4-opt_16-opt_3-opt_11,3,577.742
ip_4,ip_11,ip_4_ip_11_p6,opt_4,opt_11,opt_4-opt_16-opt_3-opt_27-opt_11,4,579.374
ip_4,ip_11,ip_4_ip_11_p7,opt_4,opt_11,opt_4-opt_16-opt_27-opt_3-opt_11,4,589.368
ip_4,ip_11,ip_4_ip_11_p8,opt_4,opt_11,opt_4-opt_13-opt_27-opt_11,3,668.078
ip_4,ip_11,ip_4_ip_11_p9,opt_4,opt_11,opt_4-opt_13-opt_16-opt_27-opt_11,4,669.831
ip_4,ip_12,ip_4_ip_12_p0,opt_4,opt_12,opt_4-opt_16-opt_12,2,604.857
ip_4,ip_12,ip_4_ip_12_p1,opt_4,opt_12,opt_4-opt_3-opt_2-opt_12,3,673.590
ip_4,ip_12,ip_4_ip_12_p2,opt_4,opt_12,opt_4-opt_27-opt_3-opt_2-opt_12,4,686.595
ip_4,ip_12,ip_4_ip_12_p3,opt_4,opt_12,opt_4-opt_27-opt_9-opt_12,3,687.933
ip_4,ip_12,ip_4_ip_12_p4,opt_4,opt_12,opt_4-opt_3-opt_9-opt_12,3,697.014
ip_4,ip_12,ip_4_ip_12_p5,opt_4,opt_12,opt_4-opt_16-opt_3-opt_2-opt_12,4,708.084
ip_4,ip_12,ip_4_ip_12_p6,opt_4,opt_12,opt_4-opt_27-opt_3-opt_9-opt_12,4,710.019
ip_4,ip_12,ip_4_ip_12_p7,opt_4,opt_12,opt_4-opt_16-opt_27-opt_3-opt_2-opt_12,5,719.710
ip_4,ip_12,ip_4_ip_12_p8,opt_4,opt_12,opt_4-opt_16-opt_27-opt_9-opt_12,4,721.048
ip_4,ip_12,ip_4_ip_12_p9,opt_4,opt_12,opt_4-opt_16-opt_3-opt_9-opt_12,4,731.508
ip_4,ip_13,ip_4_ip_13_p0,opt_4,opt_13,opt_4-opt_13,1,86.638
ip_4,ip_13,ip_4_ip_13_p1,opt_4,opt_13,opt_4-opt_16-opt_13,2,95.399
ip_4,ip_13,ip_4_ip_13_p2,opt_4,opt_13,opt_4-opt_14-opt_13,2,219.277
ip_4,ip_13,ip_4_ip_13_p3,opt_4,opt_13,opt_4-opt_16-opt_14-opt_13,3,252.162
ip_4,ip_13,ip_4_ip_13_p4,opt_4,opt_13,opt_4-opt_30-opt_13,2,256.111
ip_4,ip_13,ip_4_ip_13_p5,opt_4,opt_13,opt_4-opt_16-opt_30-opt_13,3,258.478
ip_4,ip_13,ip_4_ip_13_p6,opt_4,opt_13,opt_4-opt_14-opt_16-opt_13,3,293.532
ip_4,ip_13,ip_4_ip_13_p7,opt_4,opt_13,opt_4-opt_18-opt_13,2,361.114
ip_4,ip_13,ip_4_ip_13_p8,opt_4,opt_13,opt_4-opt_16-opt_18-opt_13,3,378.684
ip_4,ip_13,ip_4_ip_13_p9,opt_4,opt_13,opt_4-opt_30-opt_16-opt_13,3,386.314
ip_4,ip_14,ip_4_ip_14_p0,opt_4,opt_14,opt_4-opt_14,1,102.692
ip_4,ip_14,ip_4_ip_14_p1,opt_4,opt_14,opt_4-opt_16-opt_14,2,135.577
ip_4,ip_14,ip_4_ip_14_p2,opt_4,opt_14,opt_4-opt_13-opt_14,2,203.223
ip_4,ip_14,ip_4_ip_14_p3,opt_4,opt_14,opt_4-opt_16-opt_13-opt_14,3,211.984
ip_4,ip_14,ip_4_ip_14_p4,opt_4,opt_14,opt_4-opt_13-opt_16-opt_14,3,277.478
ip_4,ip_14,ip_4_ip_14_p5,opt_4,opt_14,opt_4-opt_30-opt_14,2,371.439
ip_4,ip_14,ip_4_ip_14_p6,opt_4,opt_14,opt_4-opt_30-opt_13-opt_14,3,372.696
ip_4,ip_14,ip_4_ip_14_p7,opt_4,opt_14,opt_4-opt_16-opt_30-opt_14,3,373.806
ip_4,ip_14,ip_4_ip_14_p8,opt_4,opt_14,opt_4-opt_18-opt_14,2,374.826
ip_4,ip_14,ip_4_ip_14_p9,opt_4,opt_14,opt_4-opt_16-opt_30-opt_13-opt_14,4,375.063
ip_4,ip_15,ip_4_ip_15_p0,opt_4,opt_15,opt_4-opt_14-opt_6-opt_15,3,517.698
ip_4,ip_15,ip_4_ip_15_p1,opt_4,opt_15,opt_4-opt_16-opt_31-opt_15,3,535.104
ip_4,ip_15,ip_4_ip_15_p2,opt_4,opt_15,opt_4-opt_16-opt_14-opt_6-opt_15,4,550.583
ip_4,ip_15,ip_4_ip_15_p3,opt_4,opt_15,opt_4-opt_14-opt_6-opt_31-opt_15,4,564.291
ip_4,ip_15,ip_4_ip_15_p4,opt_4,opt_15,opt_4-opt_16-opt_14-opt_6-opt_31-opt_15,5,597.176
ip_4,ip_15,ip_4_ip_15_p5,opt_4,opt_15,opt_4-opt_13-opt_14-opt_6-opt_15,4,618.229
ip_4,ip_15,ip_4_ip_15_p6,opt_4,opt_15,opt_4-opt_16-opt_13-opt_14-opt_6-opt_15,5,626.990
ip_4,ip_15,ip_4_ip_15_p7,opt_4,opt_15,opt_4-opt_13-opt_14-opt_6-opt_31-opt_15,5,664.822
ip_4,ip_15,ip_4_ip_15_p8,opt_4,opt_15,opt_4-opt_3-opt_29-opt_15,3,664.930
ip_4,ip_15,ip_4_ip_15_p9,opt_4,opt_15,opt_4-opt_16-opt_13-opt_14-opt_6-opt_31-opt_15,6,673.583
ip_4,ip_16,ip_4_ip_16_p0,opt_4,opt_16,opt_4-opt_16,1,20.068
ip_4,ip_16,ip_4_ip_16_p1,opt_4,opt_16,opt_4-opt_13-opt_16,2,161.969
ip_4,ip_16,ip_4_ip_16_p2,opt_4,opt_16,opt_4-opt_14-opt_16,2,218.201
ip_4,ip_16,ip_4_ip_16_p3,opt_4,opt_16,opt_4-opt_14-opt_13-opt_16,3,294.608
ip_4,ip_16,ip_4_ip_16_p4,opt_4,opt_16,opt_4-opt_30-opt_16,2,310.983
ip_4,ip_16,ip_4_ip_16_p5,opt_4,opt_16,opt_4-opt_13-opt_14-opt_16,3,318.732
ip_4,ip_16,ip_4_ip_16_p6,opt_4,opt_16,opt_4-opt_13-opt_30-opt_16,3,325.048
ip_4,ip_16,ip_4_ip_16_p7,opt_4,opt_16,opt_4-opt_30-opt_13-opt_16,3,331.442
ip_4,ip_16,ip_4_ip_16_p8,opt_4,opt_16,opt_4-opt_18-opt_16,2,426.906
ip_4,ip_16,ip_4_ip_16_p9,opt_4,opt_16,opt_4-opt_18-opt_13-opt_16,3,436.445
ip_4,ip_17,ip_4_ip_17_p0,opt_4,opt_17,opt_4-opt_27-opt_9-opt_17,3,698.771
ip_4,ip_17,ip_4_ip_17_p1,opt_4,opt_17,opt_4-opt_3-opt_9-opt_17,3,707.852
ip_4,ip_17,ip_4_ip_17_p2,opt_4,opt_17,opt_4-opt_27-opt_3-opt_9-opt_17,4,720.857
ip_4,ip_17,ip_4_ip_17_p3,opt_4,opt_17,opt_4-opt_16-opt_27-opt_9-opt_17,4,731.886
ip_4,ip_17,ip_4_ip_17_p4,opt_4,opt_17,opt_4-opt_16-opt_3-opt_9-opt_17,4,742.346
ip_4,ip_17,ip_4_ip_17_p5,opt_4,opt_17,opt_4-opt_3-opt_27-opt_9-opt_17,4,748.836
ip_4,ip_17,ip_4_ip_17_p6,opt_4,opt_17,opt_4-opt_16-opt_27-opt_3-opt_9-opt_17,5,753.972
ip_4,ip_17,ip_4_ip_17_p7,opt_4,opt_17,opt_4-opt_27-opt_11-opt_17,3,755.552
ip_4,ip_17,ip_4_ip_17_p8,opt_4,opt_17,opt_4-opt_16-opt_3-opt_27-opt_9-opt_17,5,783.330
ip_4,ip_17,ip_4_ip_17_p9,opt_4,opt_17,opt_4-opt_16-opt_27-opt_11-opt_17,4,788.667
ip_4,ip_18,ip_4_ip_18_p0,opt_4,opt_18,opt_4-opt_18,1,214.702
ip_4,ip_18,ip_4_ip_18_p1,opt_4,opt_18,opt_4-opt_16-opt_18,2,232.272
ip_4,ip_18,ip_4_ip_18_p2,opt_4,opt_18,opt_4-opt_13-opt_18,2,233.050
ip_4,ip_18,ip_4_ip_18_p3,opt_4,opt_18,opt_4-opt_16-opt_13-opt_18,3,241.811
ip_4,ip_18,ip_4_ip_18_p4,opt_4,opt_18,opt_4-opt_14-opt_18,2,262.816
ip_4,ip_18,ip_4_ip_18_p5,opt_4,opt_18,opt_4-opt_16-opt_14-opt_18,3,295.701
ip_4,ip_18,ip_4_ip_18_p6,opt_4,opt_18,opt_4-opt_30-opt_18,2,341.530
ip_4,ip_18,ip_4_ip_18_p7,opt_4,opt_18,opt_4-opt_16-opt_30-opt_18,3,343.897
ip_4,ip_18,ip_4_ip_18_p8,opt_4,opt_18,opt_4-opt_13-opt_30-opt_18,3,355.595
ip_4,ip_18,ip_4_ip_18_p9,opt_4,opt_18,opt_4-opt_13-opt_14-opt_18,3,363.347
ip_4,ip_19,ip_4_ip_19_p0,opt_4,opt_19,opt_4-opt_27-opt_9-opt_19,3,824.936
ip_4,ip_19,ip_4_ip_19_p1,opt_4,opt_19,opt_4-opt_27-opt_9-opt_17-opt_19,4,831.075
ip_4,ip_19,ip_4_ip_19_p2,opt_4,opt_19,opt_4-opt_3-opt_9-opt_19,3,834.017
ip_4,ip_19,ip_4_ip_19_p3,opt_4,opt_19,opt_4-opt_3-opt_9-opt_17-opt_19,4,840.156
ip_4,ip_19,ip_4_ip_19_p4,opt_4,opt_19,opt_4-opt_27-opt_3-opt_9-opt_19,4,847.022
ip_4,ip_19,ip_4_ip_19_p5,opt_4,opt_19,opt_4-opt_27-opt_3-opt_9-opt_17-opt_19,5,853.161
ip_4,ip_19,ip_4_ip_19_p6,opt_4,opt_19,opt_4-opt_16-opt_27-opt_9-opt_19,4,858.051
ip_4,ip_19,ip_4_ip_19_p7,opt_4,opt_19,opt_4-opt_16-opt_27-opt_9-opt_17-opt_19,5,864.190
ip_4,ip_19,ip_4_ip_19_p8,opt_4,opt_19,opt_4-opt_16-opt_3-opt_9-opt_19,4,868.511
ip_4,ip_19,ip_4_ip_19_p9,opt_4,opt_19,opt_4-opt_16-opt_3-opt_9-opt_17-opt_19,5,874.650
ip_4,ip_20,ip_4_ip_20_p0,opt_4,opt_20,opt_4-opt_27-opt_11-opt_20,3,762.904
ip_4,ip_20,ip_4_ip_20_p1,opt_4,opt_20,opt_4-opt_16-opt_27-opt_11-opt_20,4,796.019
ip_4,ip_20,ip_4_ip_20_p2,opt_4,opt_20,opt_4-opt_3-opt_11-opt_20,3,811.337
ip_4,ip_20,ip_4_ip_20_p3,opt_4,opt_20,opt_4-opt_3-opt_27-opt_11-opt_20,4,812.969
ip_4,ip_20,ip_4_ip_20_p4,opt_4,opt_20,opt_4-opt_27-opt_3-opt_11-opt_20,4,824.342
ip_4,ip_20,ip_4_ip_20_p5,opt_4,opt_20,opt_4-opt_14-opt_7-opt_20,3,832.857
ip_4,ip_20,ip_4_ip_20_p6,opt_4,opt_20,opt_4-opt_27-opt_7-opt_20,3,839.685
ip_4,ip_20,ip_4_ip_20_p7,opt_4,opt_20,opt_4-opt_27-opt_11-opt_7-opt_20,4,843.273
ip_4,ip_20,ip_4_ip_20_p8,opt_4,opt_20,opt_4-opt_16-opt_3-opt_11-opt_20,4,845.831
ip_4,ip_20,ip_4_ip_20_p9,opt_4,opt_20,opt_4-opt_16-opt_3-opt_27-opt_11-opt_20,5,847.463
ip_4,ip_21,ip_4_ip_21_p0,opt_4,opt_21,opt_4-opt_27-opt_9-opt_21,3,676.669
ip_4,ip_21,ip_4_ip_21_p1,opt_4,opt_21,opt_4-opt_3-opt_9-opt_21,3,685.750
ip_4,ip_21,ip_4_ip_21_p2,opt_4,opt_21,opt_4-opt_27-opt_3-opt_9-opt_21,4,698.755
ip_4,ip_21,ip_4_ip_21_p3,opt_4,opt_21,opt_4-opt_16-opt_27-opt_9-opt_21,4,709.784
ip_4,ip_21,ip_4_ip_21_p4,opt_4,opt_21,opt_4-opt_16-opt_3-opt_9-opt_21,4,720.244
ip_4,ip_21,ip_4_ip_21_p5,opt_4,opt_21,opt_4-opt_3-opt_27-opt_9-opt_21,4,726.734
ip_4,ip_21,ip_4_ip_21_p6,opt_4,opt_21,opt_4-opt_16-opt_27-opt_3-opt_9-opt_21,5,731.870
ip_4,ip_21,ip_4_ip_21_p7,opt_4,opt_21,opt_4-opt_16-opt_3-opt_27-opt_9-opt_21,5,761.228
ip_4,ip_21,ip_4_ip_21_p8,opt_4,opt_21,opt_4-opt_16-opt_12-opt_21,3,821.437
ip_4,ip_21,ip_4_ip_21_p9,opt_4,opt_21,opt_4-opt_14-opt_3-opt_9-opt_21,4,823.677
ip_4,ip_22,ip_4_ip_22_p0,opt_4,opt_22,opt_4-opt_3-opt_2-opt_22,3,809.387
ip_4,ip_22,ip_4_ip_22_p1,opt_4,opt_22,opt_4-opt_27-opt_3-opt_2-opt_22,4,822.392
ip_4,ip_22,ip_4_ip_22_p2,opt_4,opt_22,opt_4-opt_16-opt_3-opt_2-opt_22,4,843.881
ip_4,ip_22,ip_4_ip_22_p3,opt_4,opt_22,opt_4-opt_16-opt_27-opt_3-opt_2-opt_22,5,855.507
ip_4,ip_22,ip_4_ip_22_p4,opt_4,opt_22,opt_4-opt_16-opt_12-opt_22,3,866.370
ip_4,ip_22,ip_4_ip_22_p5,opt_4,opt_22,opt_4-opt_14-opt_2-opt_22,3,878.595
ip_4,ip_22,ip_4_ip_22_p6,opt_4,opt_22,opt_4-opt_23-opt_22,2,880.333
ip_4,ip_22,ip_4_ip_22_p7,opt_4,opt_22,opt_4-opt_16-opt_14-opt_2-opt_22,4,911.480
ip_4,ip_22,ip_4_ip_22_p8,opt_4,opt_22,opt_4-opt_3-opt_2-opt_12-opt_22,4,935.103
ip_4,ip_22,ip_4_ip_22_p9,opt_4,opt_22,opt_4-opt_14-opt_3-opt_2-opt_22,4,947.314
ip_4,ip_23,ip_4_ip_23_p0,opt_4,opt_23,opt_4-opt_23,1,702.051
ip_4,ip_23,ip_4_ip_23_p1,opt_4,opt_23,opt_4-opt_27-opt_23,2,782.685
ip_4,ip_23,ip_4_ip_23_p2,opt_4,opt_23,opt_4-opt_3-opt_2-opt_23,3,793.669
ip_4,ip_23,ip_4_ip_23_p3,opt_4,opt_23,opt_4-opt_27-opt_3-opt_2-opt_23,4,806.674
ip_4,ip_23,ip_4_ip_23_p4,opt_4,opt_23,opt_4-opt_16-opt_27-opt_23,3,815.800
ip_4,ip_23,ip_4_ip_23_p5,opt_4,opt_23,opt_4-opt_3-opt_29-opt_23,3,818.795
ip_4,ip_23,ip_4_ip_23_p6,opt_4,opt_23,opt_4-opt_16-opt_3-opt_2-opt_23,4,828.163
ip_4,ip_23,ip_4_ip_23_p7,opt_4,opt_23,opt_4-opt_27-opt_29-opt_23,3,828.320
ip_4,ip_23,ip_4_ip_23_p8,opt_4,opt_23,opt_4-opt_27-opt_3-opt_29-opt_23,4,831.800
ip_4,ip_23,ip_4_ip_23_p9,opt_4,opt_23,opt_4-opt_3-opt_27-opt_23,3,832.750
ip_4,ip_24,ip_4_ip_24_p0,opt_4,opt_24,opt_4-opt_27-opt_11-opt_24,3,798.435
ip_4,ip_24,ip_4_ip_24_p1,opt_4,opt_24,opt_4-opt_14-opt_7-opt_24,3,808.159
ip_4,ip_24,ip_4_ip_24_p2,opt_4,opt_24,opt_4-opt_27-opt_7-opt_24,3,814.987
ip_4,ip_24,ip_4_ip_24_p3,opt_4,opt_24,opt_4-opt_27-opt_11-opt_7-opt_24,4,818.575
ip_4,ip_24,ip_4_ip_24_p4,opt_4,opt_24,opt_4-opt_16-opt_27-opt_11-opt_24,4,831.550
ip_4,ip_24,ip_4_ip_24_p5,opt_4,opt_24,opt_4-opt_16-opt_14-opt_7-opt_24,4,841.044
ip_4,ip_24,ip_4_ip_24_p6,opt_4,opt_24,opt_4-opt_3-opt_11-opt_24,3,846.868
ip_4,ip_24,ip_4_ip_24_p7,opt_4,opt_24,opt_4-opt_16-opt_27-opt_7-opt_24,4,848.102
ip_4,ip_24,ip_4_ip_24_p8,opt_4,opt_24,opt_4-opt_3-opt_27-opt_11-opt_24,4,848.500
ip_4,ip_24,ip_4_ip_24_p9,opt_4,opt_24,opt_4-opt_27-opt_11-opt_20-opt_24,4,850.310
ip_4,ip_25,ip_4_ip_25_p0,opt_4,opt_25,opt_4-opt_14-opt_7-opt_25,3,776.069
ip_4,ip_25,ip_4_ip_25_p1,opt_4,opt_25,opt_4-opt_27-opt_7-opt_25,3,782.897
ip_4,ip_25,ip_4_ip_25_p2,opt_4,opt_25,opt_4-opt_27-opt_11-opt_25,3,784.207
ip_4,ip_25,ip_4_ip_25_p3,opt_4,opt_25,opt_4-opt_27-opt_11-opt_7-opt_25,4,786.485
ip_4,ip_25,ip_4_ip_25_p4,opt_4,opt_25,opt_4-opt_16-opt_14-opt_7-opt_25,4,808.954
ip_4,ip_25,ip_4_ip_25_p5,opt_4,opt_25,opt_4-opt_16-opt_27-opt_7-opt_25,4,816.012
ip_4,ip_25,ip_4_ip_25_p6,opt_4,opt_25,opt_4-opt_16-opt_27-opt_11-opt_25,4,817.322
ip_4,ip_25,ip_4_ip_25_p7,opt_4,opt_25,opt_4-opt_16-opt_27-opt_11-opt_7-opt_25,5,819.600
ip_4,ip_25,ip_4_ip_25_p8,opt_4,opt_25,opt_4-opt_3-opt_11-opt_25,3,832.640
ip_4,ip_25,ip_4_ip_25_p9,opt_4,opt_25,opt_4-opt_3-opt_27-opt_7-opt_25,4,832.962
ip_4,ip_26,ip_4_ip_26_p0,opt_4,opt_26,opt_4-opt_27-opt_9-opt_26,3,757.710
ip_4,ip_26,ip_4_ip_26_p1,opt_4,opt_26,opt_4-opt_3-opt_9-opt_26,3,766.791
ip_4,ip_26,ip_4_ip_26_p2,opt_4,opt_26,opt_4-opt_27-opt_9-opt_21-opt_26,4,773.476
ip_4,ip_26,ip_4_ip_26_p3,opt_4,opt_26,opt_4-opt_27-opt_3-opt_9-opt_26,4,779.796
ip_4,ip_26,ip_4_ip_26_p4,opt_4,opt_26,opt_4-opt_3-opt_9-opt_21-opt_26,4,782.557
ip_4,ip_26,ip_4_ip_26_p5,opt_4,opt_26,opt_4-opt_16-opt_27-opt_9-opt_26,4,790.825
ip_4,ip_26,ip_4_ip_26_p6,opt_4,opt_26,opt_4-opt_27-opt_3-opt_9-opt_21-opt_26,5,795.562
ip_4,ip_26,ip_4_ip_26_p7,opt_4,opt_26,opt_4-opt_16-opt_3-opt_9-opt_26,4,801.285
ip_4,ip_26,ip_4_ip_26_p8,opt_4,opt_26,opt_4-opt_16-opt_27-opt_9-opt_21-opt_26,5,806.591
ip_4,ip_26,ip_4_ip_26_p9,opt_4,opt_26,opt_4-opt_3-opt_27-opt_9-opt_26,4,807.775
ip_4,ip_27,ip_4_ip_27_p0,opt_4,opt_27,opt_4-opt_27,1,248.871
ip_4,ip_27,ip_4_ip_27_p1,opt_4,opt_27,opt_4-opt_16-opt_27,2,281.986
