traffic_type,src_optical_node_id,dst_optical_node_id,shortest_hops,weight,probability
BG,opt_17,opt_8,1,120.000000,0.00213377
BG,opt_17,opt_9,1,200.000000,0.00355628
BG,opt_17,opt_10,1,180.000000,0.00320065
BG,opt_17,opt_11,1,220.000000,0.00391191
BG,opt_17,opt_12,2,27.500000,0.00048899
BG,opt_17,opt_13,3,10.000000,0.00017781
BG,opt_17,opt_14,2,30.000000,0.00053344
BG,opt_17,opt_15,3,4.444444,0.00007903
BG,opt_17,opt_16,3,12.222222,0.00021733
BG,opt_17,opt_18,2,25.000000,0.00044454
BG,opt_17,opt_19,1,180.000000,0.00320065
BG,opt_17,opt_20,1,220.000000,0.00391191
BG,opt_17,opt_21,1,200.000000,0.00355628
BG,opt_17,opt_22,3,5.555556,0.00009879
BG,opt_17,opt_23,3,8.888889,0.00015806
BG,opt_17,opt_24,1,220.000000,0.00391191
BG,opt_17,opt_25,2,32.500000,0.00057790
BG,opt_17,opt_26,1,140.000000,0.00248940
BG,opt_17,opt_27,2,25.000000,0.00044454
BG,opt_17,opt_28,2,17.500000,0.00031117
BG,opt_17,opt_29,3,12.222222,0.00021733
BG,opt_17,opt_30,3,6.666667,0.00011854
BG,opt_17,opt_31,3,6.666667,0.00011854
BG,opt_18,opt_0,1,140.000000,0.00248940
BG,opt_18,opt_1,2,15.000000,0.00026672
BG,opt_18,opt_2,2,20.000000,0.00035563
BG,opt_18,opt_3,1,200.000000,0.00355628
BG,opt_18,opt_4,1,180.000000,0.00320065
BG,opt_18,opt_5,3,7.777778,0.00013830
BG,opt_18,opt_6,2,17.500000,0.00031117
BG,opt_18,opt_7,2,27.500000,0.00048899
BG,opt_18,opt_8,1,120.000000,0.00213377
BG,opt_18,opt_9,2,25.000000,0.00044454
BG,opt_18,opt_10,3,10.000000,0.00017781
BG,opt_18,opt_11,2,27.500000,0.00048899
BG,opt_18,opt_12,2,27.500000,0.00048899
BG,opt_18,opt_13,1,180.000000,0.00320065
BG,opt_18,opt_14,1,240.000000,0.00426754
BG,opt_18,opt_15,3,4.444444,0.00007903
BG,opt_18,opt_16,1,220.000000,0.00391191
BG,opt_18,opt_17,2,25.000000,0.00044454
BG,opt_18,opt_19,3,10.000000,0.00017781
BG,opt_18,opt_20,2,27.500000,0.00048899
BG,opt_18,opt_21,1,200.000000,0.00355628
BG,opt_18,opt_22,3,5.555556,0.00009879
BG,opt_18,opt_23,2,20.000000,0.00035563
BG,opt_18,opt_24,2,27.500000,0.00048899
BG,opt_18,opt_25,2,32.500000,0.00057790
BG,opt_18,opt_26,2,17.500000,0.00031117
BG,opt_18,opt_27,2,25.000000,0.00044454
BG,opt_18,opt_28,3,7.777778,0.00013830
BG,opt_18,opt_29,2,27.500000,0.00048899
BG,opt_18,opt_30,1,120.000000,0.00213377
BG,opt_18,opt_31,2,15.000000,0.00026672
BG,opt_19,opt_0,2,15.750000,0.00028006
BG,opt_19,opt_1,2,13.500000,0.00024005
BG,opt_19,opt_2,2,18.000000,0.00032007
BG,opt_19,opt_3,2,22.500000,0.00040008
BG,opt_19,opt_4,3,9.000000,0.00016003
BG,opt_19,opt_5,2,15.750000,0.00028006
BG,opt_19,opt_6,3,7.000000,0.00012447
BG,opt_19,opt_7,1,198.000000,0.00352072
BG,opt_19,opt_8,2,13.500000,0.00024005
BG,opt_19,opt_9,1,180.000000,0.00320065
BG,opt_19,opt_10,1,162.000000,0.00288059
BG,opt_19,opt_11,2,24.750000,0.00044009
BG,opt_19,opt_12,1,198.000000,0.00352072
BG,opt_19,opt_13,2,20.250000,0.00036007
BG,opt_19,opt_14,2,27.000000,0.00048010
BG,opt_19,opt_15,3,4.000000,0.00007113
BG,opt_19,opt_16,2,24.750000,0.00044009
BG,opt_19,opt_17,1,180.000000,0.00320065
BG,opt_19,opt_18,3,10.000000,0.00017781
BG,opt_19,opt_20,1,198.000000,0.00352072
BG,opt_19,opt_21,2,22.500000,0.00040008
BG,opt_19,opt_22,2,11.250000,0.00020004
BG,opt_19,opt_23,2,18.000000,0.00032007
BG,opt_19,opt_24,1,198.000000,0.00352072
BG,opt_19,opt_25,2,29.250000,0.00052011
BG,opt_19,opt_26,1,126.000000,0.00224046
BG,opt_19,opt_27,2,22.500000,0.00040008
BG,opt_19,opt_28,2,15.750000,0.00028006
BG,opt_19,opt_29,2,24.750000,0.00044009
BG,opt_19,opt_30,3,6.000000,0.00010669
BG,opt_19,opt_31,3,6.000000,0.00010669
BG,opt_20,opt_0,1,154.000000,0.00273834
BG,opt_20,opt_1,2,16.500000,0.00029339
BG,opt_20,opt_2,3,9.777778,0.00017386
BG,opt_20,opt_3,2,27.500000,0.00048899
BG,opt_20,opt_4,3,11.000000,0.00019560
BG,opt_20,opt_5,1,154.000000,0.00273834
BG,opt_20,opt_6,3,8.555556,0.00015213
BG,opt_20,opt_7,1,242.000000,0.00430310
BG,opt_20,opt_8,2,16.500000,0.00029339
BG,opt_20,opt_9,2,27.500000,0.00048899
BG,opt_20,opt_10,1,198.000000,0.00352072
BG,opt_20,opt_11,1,242.000000,0.00430310
BG,opt_20,opt_12,2,30.250000,0.00053789
BG,opt_20,opt_13,2,24.750000,0.00044009
BG,opt_20,opt_14,2,33.000000,0.00058679
BG,opt_20,opt_15,3,4.888889,0.00008693
BG,opt_20,opt_16,2,30.250000,0.00053789
BG,opt_20,opt_17,1,220.000000,0.00391191
BG,opt_20,opt_18,2,27.500000,0.00048899
BG,opt_20,opt_19,1,198.000000,0.00352072
BG,opt_20,opt_21,1,220.000000,0.00391191
BG,opt_20,opt_22,2,13.750000,0.00024449
BG,opt_20,opt_23,3,9.777778,0.00017386
BG,opt_20,opt_24,1,242.000000,0.00430310
BG,opt_20,opt_25,1,286.000000,0.00508548
BG,opt_20,opt_26,2,19.250000,0.00034229
BG,opt_20,opt_27,2,27.500000,0.00048899
BG,opt_20,opt_28,2,19.250000,0.00034229
BG,opt_20,opt_29,2,30.250000,0.00053789
BG,opt_20,opt_30,3,7.333333,0.00013040
BG,opt_20,opt_31,3,7.333333,0.00013040
BG,opt_21,opt_0,2,17.500000,0.00031117
BG,opt_21,opt_1,1,120.000000,0.00213377
BG,opt_21,opt_2,2,20.000000,0.00035563
BG,opt_21,opt_3,2,25.000000,0.00044454
BG,opt_21,opt_4,2,22.500000,0.00040008
BG,opt_21,opt_5,2,17.500000,0.00031117
BG,opt_21,opt_6,2,17.500000,0.00031117
BG,opt_21,opt_7,2,27.500000,0.00048899
BG,opt_21,opt_8,2,15.000000,0.00026672
BG,opt_21,opt_9,1,200.000000,0.00355628
BG,opt_21,opt_10,2,22.500000,0.00040008
BG,opt_21,opt_11,2,27.500000,0.00048899
BG,opt_21,opt_12,1,220.000000,0.00391191
BG,opt_21,opt_13,2,22.500000,0.00040008
BG,opt_21,opt_14,2,30.000000,0.00053344
BG,opt_21,opt_15,3,4.444444,0.00007903
BG,opt_21,opt_16,2,27.500000,0.00048899
BG,opt_21,opt_17,1,200.000000,0.00355628
BG,opt_21,opt_18,1,200.000000,0.00355628
BG,opt_21,opt_19,2,22.500000,0.00040008
BG,opt_21,opt_20,1,220.000000,0.00391191
BG,opt_21,opt_22,2,12.500000,0.00022227
BG,opt_21,opt_23,2,20.000000,0.00035563
BG,opt_21,opt_24,1,220.000000,0.00391191
BG,opt_21,opt_25,1,260.000000,0.00462317
BG,opt_21,opt_26,1,140.000000,0.00248940
BG,opt_21,opt_27,2,25.000000,0.00044454
BG,opt_21,opt_28,2,17.500000,0.00031117
BG,opt_21,opt_29,2,27.500000,0.00048899
BG,opt_21,opt_30,2,15.000000,0.00026672
BG,opt_21,opt_31,3,6.666667,0.00011854
BG,opt_22,opt_0,3,3.888889,0.00006915
BG,opt_22,opt_1,2,7.500000,0.00013336
BG,opt_22,opt_2,1,80.000000,0.00142251
BG,opt_22,opt_3,2,12.500000,0.00022227
BG,opt_22,opt_4,2,11.250000,0.00020004
BG,opt_22,opt_5,2,8.750000,0.00015559
BG,opt_22,opt_6,3,3.888889,0.00006915
BG,opt_22,opt_7,2,13.750000,0.00024449
BG,opt_22,opt_8,3,3.333333,0.00005927
BG,opt_22,opt_9,2,12.500000,0.00022227
BG,opt_22,opt_10,2,11.250000,0.00020004
BG,opt_22,opt_11,2,13.750000,0.00024449
BG,opt_22,opt_12,1,110.000000,0.00195596
BG,opt_22,opt_13,2,11.250000,0.00020004
BG,opt_22,opt_14,2,15.000000,0.00026672
BG,opt_22,opt_15,3,2.222222,0.00003951
BG,opt_22,opt_16,2,13.750000,0.00024449
BG,opt_22,opt_17,3,5.555556,0.00009879
BG,opt_22,opt_18,3,5.555556,0.00009879
BG,opt_22,opt_19,2,11.250000,0.00020004
BG,opt_22,opt_20,2,13.750000,0.00024449
BG,opt_22,opt_21,2,12.500000,0.00022227
BG,opt_22,opt_23,1,80.000000,0.00142251
BG,opt_22,opt_24,2,13.750000,0.00024449
BG,opt_22,opt_25,1,130.000000,0.00231158
BG,opt_22,opt_26,2,8.750000,0.00015559
BG,opt_22,opt_27,2,12.500000,0.00022227
BG,opt_22,opt_28,2,8.750000,0.00015559
BG,opt_22,opt_29,2,13.750000,0.00024449
BG,opt_22,opt_30,3,3.333333,0.00005927
BG,opt_22,opt_31,2,7.500000,0.00013336
BG,opt_23,opt_0,3,6.222222,0.00011064
BG,opt_23,opt_1,3,5.333333,0.00009483
BG,opt_23,opt_2,1,128.000000,0.00227602
BG,opt_23,opt_3,2,20.000000,0.00035563
BG,opt_23,opt_4,1,144.000000,0.00256052
BG,opt_23,opt_5,2,14.000000,0.00024894
BG,opt_23,opt_6,2,14.000000,0.00024894
BG,opt_23,opt_7,2,22.000000,0.00039119
BG,opt_23,opt_8,3,5.333333,0.00009483
BG,opt_23,opt_9,2,20.000000,0.00035563
BG,opt_23,opt_10,3,8.000000,0.00014225
BG,opt_23,opt_11,2,22.000000,0.00039119
BG,opt_23,opt_12,1,176.000000,0.00312953
BG,opt_23,opt_13,2,18.000000,0.00032007
BG,opt_23,opt_14,2,24.000000,0.00042675
BG,opt_23,opt_15,2,8.000000,0.00014225
BG,opt_23,opt_16,2,22.000000,0.00039119
BG,opt_23,opt_17,3,8.888889,0.00015806
BG,opt_23,opt_18,2,20.000000,0.00035563
BG,opt_23,opt_19,2,18.000000,0.00032007
BG,opt_23,opt_20,3,9.777778,0.00017386
BG,opt_23,opt_21,2,20.000000,0.00035563
BG,opt_23,opt_22,1,80.000000,0.00142251
BG,opt_23,opt_24,3,9.777778,0.00017386
BG,opt_23,opt_25,2,26.000000,0.00046232
BG,opt_23,opt_26,2,14.000000,0.00024894
BG,opt_23,opt_27,1,160.000000,0.00284503
BG,opt_23,opt_28,3,6.222222,0.00011064
BG,opt_23,opt_29,1,176.000000,0.00312953
BG,opt_23,opt_30,2,12.000000,0.00021338
BG,opt_23,opt_31,1,96.000000,0.00170702
BG,opt_24,opt_0,2,19.250000,0.00034229
BG,opt_24,opt_1,2,16.500000,0.00029339
BG,opt_24,opt_2,3,9.777778,0.00017386
BG,opt_24,opt_3,2,27.500000,0.00048899
BG,opt_24,opt_4,3,11.000000,0.00019560
BG,opt_24,opt_5,1,154.000000,0.00273834
BG,opt_24,opt_6,3,8.555556,0.00015213
BG,opt_24,opt_7,1,242.000000,0.00430310
BG,opt_24,opt_8,2,16.500000,0.00029339
BG,opt_24,opt_9,2,27.500000,0.00048899
BG,opt_24,opt_10,1,198.000000,0.00352072
BG,opt_24,opt_11,1,242.000000,0.00430310
BG,opt_24,opt_12,2,30.250000,0.00053789
BG,opt_24,opt_13,3,11.000000,0.00019560
BG,opt_24,opt_14,2,33.000000,0.00058679
BG,opt_24,opt_15,3,4.888889,0.00008693
BG,opt_24,opt_16,3,13.444444,0.00023906
BG,opt_24,opt_17,1,220.000000,0.00391191
BG,opt_24,opt_18,2,27.500000,0.00048899
BG,opt_24,opt_19,1,198.000000,0.00352072
BG,opt_24,opt_20,1,242.000000,0.00430310
BG,opt_24,opt_21,1,220.000000,0.00391191
BG,opt_24,opt_22,2,13.750000,0.00024449
BG,opt_24,opt_23,3,9.777778,0.00017386
BG,opt_24,opt_25,1,286.000000,0.00508548
BG,opt_24,opt_26,2,19.250000,0.00034229
BG,opt_24,opt_27,2,27.500000,0.00048899
BG,opt_24,opt_28,1,154.000000,0.00273834
BG,opt_24,opt_29,2,30.250000,0.00053789
BG,opt_24,opt_30,3,7.333333,0.00013040
BG,opt_24,opt_31,3,7.333333,0.00013040
BG,opt_25,opt_0,2,22.750000,0.00040453
BG,opt_25,opt_1,1,156.000000,0.00277390
BG,opt_25,opt_2,2,26.000000,0.00046232
BG,opt_25,opt_3,2,32.500000,0.00057790
BG,opt_25,opt_4,3,13.000000,0.00023116
BG,opt_25,opt_5,1,182.000000,0.00323622
BG,opt_25,opt_6,2,22.750000,0.00040453
BG,opt_25,opt_7,1,286.000000,0.00508548
BG,opt_25,opt_8,3,8.666667,0.00015411
BG,opt_25,opt_9,1,260.000000,0.00462317
BG,opt_25,opt_10,1,234.000000,0.00416085
BG,opt_25,opt_11,1,286.000000,0.00508548
BG,opt_25,opt_12,2,35.750000,0.00063569
BG,opt_25,opt_13,3,13.000000,0.00023116
BG,opt_25,opt_14,2,39.000000,0.00069348
BG,opt_25,opt_15,2,13.000000,0.00023116
BG,opt_25,opt_16,3,15.888889,0.00028253
BG,opt_25,opt_17,2,32.500000,0.00057790
BG,opt_25,opt_18,2,32.500000,0.00057790
BG,opt_25,opt_19,2,29.250000,0.00052011
BG,opt_25,opt_20,1,286.000000,0.00508548
BG,opt_25,opt_21,1,260.000000,0.00462317
BG,opt_25,opt_22,1,130.000000,0.00231158
BG,opt_25,opt_23,2,26.000000,0.00046232
BG,opt_25,opt_24,1,286.000000,0.00508548
BG,opt_25,opt_26,2,22.750000,0.00040453
BG,opt_25,opt_27,2,32.500000,0.00057790
BG,opt_25,opt_28,1,182.000000,0.00323622
BG,opt_25,opt_29,1,286.000000,0.00508548
BG,opt_25,opt_30,3,8.666667,0.00015411
BG,opt_25,opt_31,2,19.500000,0.00034674
BG,opt_26,opt_0,3,5.444444,0.00009681
BG,opt_26,opt_1,1,84.000000,0.00149364
BG,opt_26,opt_2,2,14.000000,0.00024894
BG,opt_26,opt_3,2,17.500000,0.00031117
BG,opt_26,opt_4,3,7.000000,0.00012447
BG,opt_26,opt_5,3,5.444444,0.00009681
BG,opt_26,opt_6,2,12.250000,0.00021782
BG,opt_26,opt_7,2,19.250000,0.00034229
BG,opt_26,opt_8,2,10.500000,0.00018670
BG,opt_26,opt_9,1,140.000000,0.00248940
BG,opt_26,opt_10,2,15.750000,0.00028006
BG,opt_26,opt_11,2,19.250000,0.00034229
BG,opt_26,opt_12,1,154.000000,0.00273834
BG,opt_26,opt_13,2,15.750000,0.00028006
BG,opt_26,opt_14,3,9.333333,0.00016596
BG,opt_26,opt_15,3,3.111111,0.00005532
BG,opt_26,opt_16,2,19.250000,0.00034229
BG,opt_26,opt_17,1,140.000000,0.00248940
BG,opt_26,opt_18,2,17.500000,0.00031117
BG,opt_26,opt_19,1,126.000000,0.00224046
BG,opt_26,opt_20,2,19.250000,0.00034229
BG,opt_26,opt_21,1,140.000000,0.00248940
BG,opt_26,opt_22,2,8.750000,0.00015559
BG,opt_26,opt_23,2,14.000000,0.00024894
BG,opt_26,opt_24,2,19.250000,0.00034229
BG,opt_26,opt_25,2,22.750000,0.00040453
BG,opt_26,opt_27,2,17.500000,0.00031117
BG,opt_26,opt_28,3,5.444444,0.00009681
BG,opt_26,opt_29,2,19.250000,0.00034229
BG,opt_26,opt_30,3,4.666667,0.00008298
BG,opt_26,opt_31,3,4.666667,0.00008298
BG,opt_27,opt_0,2,17.500000,0.00031117
BG,opt_27,opt_1,2,15.000000,0.00026672
BG,opt_27,opt_2,2,20.000000,0.00035563
BG,opt_27,opt_3,1,200.000000,0.00355628
BG,opt_27,opt_4,1,180.000000,0.00320065
BG,opt_27,opt_5,2,17.500000,0.00031117
BG,opt_27,opt_6,2,17.500000,0.00031117
BG,opt_27,opt_7,1,220.000000,0.00391191
BG,opt_27,opt_8,3,6.666667,0.00011854
BG,opt_27,opt_9,1,200.000000,0.00355628
BG,opt_27,opt_10,2,22.500000,0.00040008
BG,opt_27,opt_11,1,220.000000,0.00391191
BG,opt_27,opt_12,2,27.500000,0.00048899
BG,opt_27,opt_13,1,180.000000,0.00320065
BG,opt_27,opt_14,2,30.000000,0.00053344
BG,opt_27,opt_15,2,10.000000,0.00017781
BG,opt_27,opt_16,1,220.000000,0.00391191
BG,opt_27,opt_17,2,25.000000,0.00044454
BG,opt_27,opt_18,2,25.000000,0.00044454
BG,opt_27,opt_19,2,22.500000,0.00040008
BG,opt_27,opt_20,2,27.500000,0.00048899
BG,opt_27,opt_21,2,25.000000,0.00044454
BG,opt_27,opt_22,2,12.500000,0.00022227
BG,opt_27,opt_23,1,160.000000,0.00284503
BG,opt_27,opt_24,2,27.500000,0.00048899
BG,opt_27,opt_25,2,32.500000,0.00057790
BG,opt_27,opt_26,2,17.500000,0.00031117
BG,opt_27,opt_28,2,17.500000,0.00031117
BG,opt_27,opt_29,1,220.000000,0.00391191
BG,opt_27,opt_30,2,15.000000,0.00026672
BG,opt_27,opt_31,2,15.000000,0.00026672
BG,opt_28,opt_0,3,5.444444,0.00009681
BG,opt_28,opt_1,2,10.500000,0.00018670
BG,opt_28,opt_2,3,6.222222,0.00011064
BG,opt_28,opt_3,2,17.500000,0.00031117
BG,opt_28,opt_4,3,7.000000,0.00012447
BG,opt_28,opt_5,1,98.000000,0.00174258
BG,opt_28,opt_6,3,5.444444,0.00009681
BG,opt_28,opt_7,1,154.000000,0.00273834
BG,opt_28,opt_8,3,4.666667,0.00008298
BG,opt_28,opt_9,2,17.500000,0.00031117
BG,opt_28,opt_10,1,126.000000,0.00224046
BG,opt_28,opt_11,1,154.000000,0.00273834
BG,opt_28,opt_12,3,8.555556,0.00015213
BG,opt_28,opt_13,3,7.000000,0.00012447
BG,opt_28,opt_14,2,21.000000,0.00037341
BG,opt_28,opt_15,3,3.111111,0.00005532
BG,opt_28,opt_16,3,8.555556,0.00015213
BG,opt_28,opt_17,2,17.500000,0.00031117
BG,opt_28,opt_18,3,7.777778,0.00013830
BG,opt_28,opt_19,2,15.750000,0.00028006
BG,opt_28,opt_20,2,19.250000,0.00034229
BG,opt_28,opt_21,2,17.500000,0.00031117
BG,opt_28,opt_22,2,8.750000,0.00015559
BG,opt_28,opt_23,3,6.222222,0.00011064
BG,opt_28,opt_24,1,154.000000,0.00273834
BG,opt_28,opt_25,1,182.000000,0.00323622
BG,opt_28,opt_26,3,5.444444,0.00009681
BG,opt_28,opt_27,2,17.500000,0.00031117
BG,opt_28,opt_29,2,19.250000,0.00034229
BG,opt_28,opt_30,3,4.666667,0.00008298
BG,opt_28,opt_31,3,4.666667,0.00008298
BG,opt_29,opt_0,3,8.555556,0.00015213
BG,opt_29,opt_1,2,16.500000,0.00029339
BG,opt_29,opt_2,1,176.000000,0.00312953
BG,opt_29,opt_3,1,220.000000,0.00391191
BG,opt_29,opt_4,2,24.750000,0.00044009
BG,opt_29,opt_5,1,154.000000,0.00273834
BG,opt_29,opt_6,1,154.000000,0.00273834
BG,opt_29,opt_7,2,30.250000,0.00053789
BG,opt_29,opt_8,2,16.500000,0.00029339
BG,opt_29,opt_9,2,27.500000,0.00048899
BG,opt_29,opt_10,2,24.750000,0.00044009
BG,opt_29,opt_11,2,30.250000,0.00053789
BG,opt_29,opt_12,1,242.000000,0.00430310
BG,opt_29,opt_13,2,24.750000,0.00044009
BG,opt_29,opt_14,2,33.000000,0.00058679
BG,opt_29,opt_15,1,88.000000,0.00156476
BG,opt_29,opt_16,2,30.250000,0.00053789
BG,opt_29,opt_17,3,12.222222,0.00021733
BG,opt_29,opt_18,2,27.500000,0.00048899
BG,opt_29,opt_19,2,24.750000,0.00044009
BG,opt_29,opt_20,2,30.250000,0.00053789
BG,opt_29,opt_21,2,27.500000,0.00048899
BG,opt_29,opt_22,2,13.750000,0.00024449
BG,opt_29,opt_23,1,176.000000,0.00312953
BG,opt_29,opt_24,2,30.250000,0.00053789
BG,opt_29,opt_25,1,286.000000,0.00508548
BG,opt_29,opt_26,2,19.250000,0.00034229
BG,opt_29,opt_27,1,220.000000,0.00391191
BG,opt_29,opt_28,2,19.250000,0.00034229
BG,opt_29,opt_30,3,7.333333,0.00013040
BG,opt_29,opt_31,1,132.000000,0.00234715
BG,opt_30,opt_0,2,10.500000,0.00018670
BG,opt_30,opt_1,3,4.000000,0.00007113
BG,opt_30,opt_2,2,12.000000,0.00021338
BG,opt_30,opt_3,2,15.000000,0.00026672
BG,opt_30,opt_4,1,108.000000,0.00192039
BG,opt_30,opt_5,3,4.666667,0.00008298
BG,opt_30,opt_6,2,10.500000,0.00018670
BG,opt_30,opt_7,2,16.500000,0.00029339
BG,opt_30,opt_8,2,9.000000,0.00016003
BG,opt_30,opt_9,3,6.666667,0.00011854
BG,opt_30,opt_10,3,6.000000,0.00010669
BG,opt_30,opt_11,3,7.333333,0.00013040
BG,opt_30,opt_12,2,16.500000,0.00029339
BG,opt_30,opt_13,1,108.000000,0.00192039
BG,opt_30,opt_14,1,144.000000,0.00256052
BG,opt_30,opt_15,3,2.666667,0.00004742
BG,opt_30,opt_16,1,132.000000,0.00234715
BG,opt_30,opt_17,3,6.666667,0.00011854
BG,opt_30,opt_18,1,120.000000,0.00213377
BG,opt_30,opt_19,3,6.000000,0.00010669
BG,opt_30,opt_20,3,7.333333,0.00013040
BG,opt_30,opt_21,2,15.000000,0.00026672
BG,opt_30,opt_22,3,3.333333,0.00005927
BG,opt_30,opt_23,2,12.000000,0.00021338
BG,opt_30,opt_24,3,7.333333,0.00013040
BG,opt_30,opt_25,3,8.666667,0.00015411
BG,opt_30,opt_26,3,4.666667,0.00008298
BG,opt_30,opt_27,2,15.000000,0.00026672
BG,opt_30,opt_28,3,4.666667,0.00008298
BG,opt_30,opt_29,3,7.333333,0.00013040
BG,opt_30,opt_31,2,9.000000,0.00016003
BG,opt_31,opt_0,2,10.500000,0.00018670
BG,opt_31,opt_1,2,9.000000,0.00016003
BG,opt_31,opt_2,2,12.000000,0.00021338
BG,opt_31,opt_3,2,15.000000,0.00026672
BG,opt_31,opt_4,2,13.500000,0.00024005
BG,opt_31,opt_5,2,10.500000,0.00018670
BG,opt_31,opt_6,1,84.000000,0.00149364
BG,opt_31,opt_7,3,7.333333,0.00013040
BG,opt_31,opt_8,2,9.000000,0.00016003
BG,opt_31,opt_9,3,6.666667,0.00011854
BG,opt_31,opt_10,3,6.000000,0.00010669
BG,opt_31,opt_11,3,7.333333,0.00013040
BG,opt_31,opt_12,2,16.500000,0.00029339
BG,opt_31,opt_13,2,13.500000,0.00024005
BG,opt_31,opt_14,2,18.000000,0.00032007
BG,opt_31,opt_15,1,48.000000,0.00085351
BG,opt_31,opt_16,1,132.000000,0.00234715
BG,opt_31,opt_17,3,6.666667,0.00011854
BG,opt_31,opt_18,2,15.000000,0.00026672
BG,opt_31,opt_19,3,6.000000,0.00010669
BG,opt_31,opt_20,3,7.333333,0.00013040
BG,opt_31,opt_21,3,6.666667,0.00011854
BG,opt_31,opt_22,2,7.500000,0.00013336
BG,opt_31,opt_23,1,96.000000,0.00170702
BG,opt_31,opt_24,3,7.333333,0.00013040
BG,opt_31,opt_25,2,19.500000,0.00034674
BG,opt_31,opt_26,3,4.666667,0.00008298
BG,opt_31,opt_27,2,15.000000,0.00026672
BG,opt_31,opt_28,3,4.666667,0.00008298
BG,opt_31,opt_29,1,132.000000,0.00234715
BG,opt_31,opt_30,2,9.000000,0.00016003
