request_id,traffic_type,arrival_time,duration,end_time,bandwidth_gbps,src_optical_node_id,dst_optical_node_id,shortest_hops
bg_dyn_347,BG,84.295,11.620,95.915,11.580,opt_5,opt_25,1
bg_dyn_348,BG,84.916,6.305,91.221,6.153,opt_25,opt_29,1
bg_dyn_349,BG,85.182,6.929,92.111,9.513,opt_9,opt_26,1
bg_dyn_350,BG,85.287,14.933,100.220,10.157,opt_3,opt_9,1
bg_dyn_351,BG,85.298,7.871,93.168,12.919,opt_29,opt_19,2
bg_dyn_352,BG,85.315,7.948,93.262,7.102,opt_12,opt_0,2
bg_dyn_353,BG,85.441,13.449,98.891,6.278,opt_7,opt_16,2
bg_dyn_354,BG,85.815,13.351,99.166,12.327,opt_1,opt_25,1
bg_dyn_355,BG,85.905,14.967,100.872,10.054,opt_31,opt_16,1
bg_dyn_356,BG,86.152,12.677,98.829,12.033,opt_4,opt_3,1
bg_dyn_357,BG,86.942,10.495,97.436,6.187,opt_20,opt_0,1
bg_dyn_358,BG,86.984,12.832,99.816,8.416,opt_9,opt_12,1
bg_dyn_359,BG,87.043,6.214,93.257,9.885,opt_13,opt_14,1
bg_dyn_360,BG,87.119,6.175,93.294,11.231,opt_27,opt_11,1
bg_dyn_361,BG,87.124,14.617,101.740,8.404,opt_26,opt_18,2
bg_dyn_362,BG,87.760,14.915,102.675,14.856,opt_8,opt_29,2
bg_dyn_363,BG,87.893,7.181,95.074,7.317,opt_31,opt_17,3
bg_dyn_364,BG,88.361,11.021,99.382,8.598,opt_7,opt_10,1
bg_dyn_365,BG,88.566,7.970,96.536,10.721,opt_26,opt_2,2
bg_dyn_366,BG,89.095,13.397,102.492,7.310,opt_24,opt_5,1
bg_dyn_367,BG,90.484,10.413,100.897,12.240,opt_15,opt_14,2
bg_dyn_368,BG,90.615,5.471,96.086,12.070,opt_24,opt_19,1
bg_dyn_369,BG,90.763,6.716,97.480,8.954,opt_25,opt_29,1
bg_dyn_370,BG,91.127,13.430,104.557,11.253,opt_25,opt_9,1
bg_dyn_371,BG,91.159,5.383,96.542,12.617,opt_20,opt_17,1
bg_dyn_372,BG,91.225,10.364,101.590,11.439,opt_18,opt_30,1
bg_dyn_373,BG,92.774,7.044,99.818,2.317,opt_6,opt_14,1
bg_dyn_374,BG,92.971,6.765,99.737,16.470,opt_20,opt_10,1
bg_dyn_375,BG,93.861,5.139,99.001,13.898,opt_10,opt_17,1
bg_dyn_376,BG,94.280,11.182,105.462,13.483,opt_24,opt_3,2
bg_dyn_377,BG,94.713,5.623,100.337,14.089,opt_19,opt_9,1
bg_dyn_378,BG,94.716,6.657,101.373,9.859,opt_13,opt_12,1
bg_dyn_379,BG,95.021,5.397,100.418,9.777,opt_10,opt_11,1
bg_dyn_380,BG,95.837,13.174,109.010,8.379,opt_30,opt_8,2
bg_dyn_381,BG,95.882,5.906,101.789,10.604,opt_12,opt_7,2
bg_dyn_382,BG,95.966,6.690,102.656,14.323,opt_25,opt_29,1
bg_dyn_383,BG,96.423,10.663,107.086,9.768,opt_18,opt_13,1
bg_dyn_384,BG,96.837,6.329,103.167,11.124,opt_26,opt_12,1
bg_dyn_385,BG,96.924,7.387,104.311,9.726,opt_24,opt_21,1
bg_dyn_386,BG,97.474,13.340,110.814,6.540,opt_10,opt_20,1
bg_dyn_387,BG,97.764,8.759,106.523,8.335,opt_16,opt_13,1
bg_dyn_388,BG,97.911,8.016,105.927,12.417,opt_8,opt_18,1
bg_dyn_389,BG,98.068,7.684,105.752,11.118,opt_20,opt_7,1
bg_dyn_390,BG,99.250,10.218,109.468,11.890,opt_12,opt_19,1
bg_dyn_391,BG,99.629,6.437,106.067,7.148,opt_13,opt_18,1
bg_dyn_392,BG,99.817,10.382,110.199,10.277,opt_7,opt_27,1
